"pid","location","city","state","zip"
13001,"436 ORANGE ST","New Haven","CT",""
13002,"37 TRUMBULL ST","New Haven","CT",""
13003,"41 TRUMBULL ST","New Haven","CT",""
13004,"43 TRUMBULL ST","New Haven","CT",""
13005,NA,"New Haven","CT",""
13006,"95 AUDUBON ST #1","New Haven","CT",""
13007,"95 AUDUBON ST #2","New Haven","CT",""
13008,"95 AUDUBON ST #3","New Haven","CT",""
13009,"95 AUDUBON ST #4","New Haven","CT",""
13010,"95 AUDUBON ST #5","New Haven","CT",""
13011,"95 AUDUBON ST #6","New Haven","CT",""
13012,"95 AUDUBON ST #7","New Haven","CT",""
13013,"95 AUDUBON ST #8","New Haven","CT",""
13014,"95 AUDUBON ST #9","New Haven","CT",""
13015,"95 AUDUBON ST #10","New Haven","CT",""
13016,"95 AUDUBON ST #11","New Haven","CT",""
13017,"95 AUDUBON ST #12","New Haven","CT",""
13018,"95 AUDUBON ST #13","New Haven","CT",""
13019,"95 AUDUBON ST #14","New Haven","CT",""
13020,"95 AUDUBON ST #15","New Haven","CT",""
13021,"95 AUDUBON ST #16","New Haven","CT",""
13022,"95 AUDUBON ST #17","New Haven","CT",""
13023,"95 AUDUBON ST #18","New Haven","CT",""
13024,"95 AUDUBON ST #19","New Haven","CT",""
13025,"95 AUDUBON ST #20","New Haven","CT",""
13026,"95 AUDUBON ST #21","New Haven","CT",""
13027,"95 AUDUBON ST #22","New Haven","CT",""
13028,"95 AUDUBON ST #23","New Haven","CT",""
13029,"95 AUDUBON ST #24","New Haven","CT",""
13030,"95 AUDUBON ST #25","New Haven","CT",""
13031,"95 AUDUBON ST #26","New Haven","CT",""
13032,"95 AUDUBON ST #27","New Haven","CT",""
13033,"95 AUDUBON ST #28","New Haven","CT",""
13034,"95 AUDUBON ST #29","New Haven","CT",""
13035,"95 AUDUBON ST #30","New Haven","CT",""
13036,"95 AUDUBON ST #31","New Haven","CT",""
13037,"95 AUDUBON ST #32","New Haven","CT",""
13038,"95 AUDUBON ST #33","New Haven","CT",""
13039,"95 AUDUBON ST #34","New Haven","CT",""
13040,"95 AUDUBON ST #35","New Haven","CT",""
13041,"95 AUDUBON ST #36","New Haven","CT",""
13042,"95 AUDUBON ST #37","New Haven","CT",""
13043,"95 AUDUBON ST #38","New Haven","CT",""
13044,"95 AUDUBON ST #39","New Haven","CT",""
13045,"95 AUDUBON ST #40","New Haven","CT",""
13046,"95 AUDUBON ST #41","New Haven","CT",""
13047,"95 AUDUBON ST #42","New Haven","CT",""
13048,"95 AUDUBON ST #43","New Haven","CT",""
13049,"95 AUDUBON ST #44","New Haven","CT",""
13050,"95 AUDUBON ST #45","New Haven","CT",""
13051,"95 AUDUBON ST #46","New Haven","CT",""
13052,"95 AUDUBON ST #47","New Haven","CT",""
13053,"95 AUDUBON ST #48","New Haven","CT",""
13054,"95 AUDUBON ST #49","New Haven","CT",""
13055,"95 AUDUBON ST #50","New Haven","CT",""
13056,"95 AUDUBON ST #51","New Haven","CT",""
13057,"95 AUDUBON ST #52","New Haven","CT",""
13058,"95 AUDUBON ST #53","New Haven","CT",""
13059,"95 AUDUBON ST #54","New Haven","CT",""
13060,"95 AUDUBON ST #55","New Haven","CT",""
13061,"95 AUDUBON ST #56","New Haven","CT",""
13062,"95 AUDUBON ST #57","New Haven","CT",""
13063,"95 AUDUBON ST #58","New Haven","CT",""
13064,"95 AUDUBON ST #59","New Haven","CT",""
13065,"95 AUDUBON ST #60","New Haven","CT",""
13066,"95 AUDUBON ST #61","New Haven","CT",""
13067,"95 AUDUBON ST #C-1","New Haven","CT",""
13068,"95 AUDUBON ST #C-2","New Haven","CT",""
13069,"95 AUDUBON ST #C-3","New Haven","CT",""
13070,"95 AUDUBON ST #C-4","New Haven","CT",""
13071,"95 AUDUBON ST #C-5","New Haven","CT",""
13072,"95 AUDUBON ST","New Haven","CT",""
13073,"67 WHITNEY AV","New Haven","CT",""
13074,"71 WHITNEY AV","New Haven","CT",""
13075,"75 WHITNEY AV","New Haven","CT",""
13076,"85 WHITNEY AV","New Haven","CT",""
13077,"68 TRUMBULL ST","New Haven","CT",""
13078,"66 TRUMBULL ST","New Haven","CT",""
13079,"64 TRUMBULL ST","New Haven","CT",""
13080,NA,"New Haven","CT",""
13081,"60 TRUMBULL ST","New Haven","CT",""
13082,"58 TRUMBULL ST","New Haven","CT",""
13083,"54 TRUMBULL ST","New Haven","CT",""
13084,"52 TRUMBULL ST","New Haven","CT",""
13085,"LINCOLN ST","New Haven","CT",""
13086,"LINCOLN ST","New Haven","CT",""
13087,"50 TRUMBULL ST","New Haven","CT",""
13088,"2 LINCOLN ST","New Haven","CT",""
13089,"1 LINCOLN ST","New Haven","CT",""
13090,"LINCOLN ST","New Haven","CT",""
13091,"46 TRUMBULL ST","New Haven","CT",""
13092,"44 TRUMBULL ST","New Haven","CT",""
13093,"42 TRUMBULL ST","New Haven","CT",""
13094,"40 TRUMBULL ST","New Haven","CT",""
13095,"38 TRUMBULL ST","New Haven","CT",""
13096,NA,"New Haven","CT",""
13097,"9 LINCOLN ST","New Haven","CT",""
13098,"406 ORANGE ST","New Haven","CT",""
13099,"3 LINCOLN ST","New Haven","CT",""
13100,"400 ORANGE ST","New Haven","CT",""
13101,"396 ORANGE ST","New Haven","CT",""
13102,"392 ORANGE ST","New Haven","CT",""
13103,"388 ORANGE ST","New Haven","CT",""
13104,"380 ORANGE ST","New Haven","CT",""
13105,"69 AUDUBON ST","New Haven","CT",""
13106,"73 AUDUBON ST","New Haven","CT",""
13107,"81 AUDUBON ST","New Haven","CT",""
13108,"181 ORANGE ST","New Haven","CT",""
13109,"189 ORANGE ST","New Haven","CT",""
13110,"205 ORANGE ST","New Haven","CT",""
13111,"44 ELM ST","New Haven","CT",""
13112,"40 ELM ST","New Haven","CT",""
13113,"32 ELM ST","New Haven","CT",""
13114,"26 ELM ST","New Haven","CT",""
13115,"432 STATE ST","New Haven","CT",""
13116,"ELM ST","New Haven","CT",""
13117,"8 ELM ST","New Haven","CT",""
13118,"ORANGE ST","New Haven","CT",""
13119,"32 ELM ST","New Haven","CT",""
13120,"418 STATE ST","New Haven","CT",""
13121,"107 COURT ST","New Haven","CT",""
13122,"109 COURT ST","New Haven","CT",""
13123,"115 COURT ST","New Haven","CT",""
13124,"123 COURT ST","New Haven","CT",""
13125,"47 ELM ST #1","New Haven","CT",""
13126,"47 ELM ST #2","New Haven","CT",""
13127,"47 ELM ST #3","New Haven","CT",""
13128,"47 ELM ST #4","New Haven","CT",""
13129,"47 ELM ST #5","New Haven","CT",""
13130,"47 ELM ST #6","New Haven","CT",""
13131,"47 ELM ST #7","New Haven","CT",""
13132,"47 ELM ST #8","New Haven","CT",""
13133,"47 ELM ST #9","New Haven","CT",""
13134,"47 ELM ST #10","New Haven","CT",""
13135,"261 ORANGE ST","New Haven","CT",""
13136,"265 ORANGE ST","New Haven","CT",""
13137,"267 ORANGE ST","New Haven","CT",""
13138,"269 ORANGE ST","New Haven","CT",""
13139,"275 ORANGE ST","New Haven","CT",""
13140,"STATE ST","New Haven","CT",""
13141,"283 ORANGE ST","New Haven","CT",""
13142,"22 WALL ST","New Haven","CT",""
13143,"10 WALL ST","New Haven","CT",""
13144,"566 STATE ST","New Haven","CT",""
13145,"532 STATE ST","New Haven","CT",""
13146,"522 STATE ST","New Haven","CT",""
13147,"510 STATE ST","New Haven","CT",""
13148,"506 STATE ST","New Haven","CT",""
13149,"7 ELM ST","New Haven","CT",""
13150,"19 ELM ST","New Haven","CT",""
13151,"27 ELM ST","New Haven","CT",""
13152,"35 ELM ST","New Haven","CT",""
13153,"39 ELM ST","New Haven","CT",""
13154,"41 ELM ST","New Haven","CT",""
13155,"43 ELM ST","New Haven","CT",""
13156,"ELM ST","New Haven","CT",""
13157,"26 GROVE ST","New Haven","CT",""
13158,"26 GROVE ST","New Haven","CT",""
13159,"417 STATE ST","New Haven","CT",""
13160,"1000 GRAND AV","New Haven","CT",""
13161,"120 OLIVE ST","New Haven","CT",""
13162,"960 GRAND AV","New Haven","CT",""
13163,"98 OLIVE ST","New Haven","CT",""
13164,"92 OLIVE ST","New Haven","CT",""
13165,"999 GRAND AV","New Haven","CT",""
13166,"999 GRAND AV","New Haven","CT",""
13167,"170 OLIVE ST","New Haven","CT",""
13168,"943 GRAND AV","New Haven","CT",""
13169,"953 GRAND AV","New Haven","CT",""
13170,"GRAND AV","New Haven","CT",""
13171,"1 STATE ST","New Haven","CT",""
13172,"167 WATER ST","New Haven","CT",""
13173,"37 UNION ST","New Haven","CT",""
13174,"34 FAIR ST","New Haven","CT",""
13175,"87 UNION ST","New Haven","CT",""
13176,"680 CHAPEL ST","New Haven","CT",""
13177,"630 CHAPEL ST","New Haven","CT",""
13178,"20 FAIR ST","New Haven","CT",""
13179,"10 OLIVE ST","New Haven","CT",""
13180,"145 WATER ST","New Haven","CT",""
13181,"155 WATER ST","New Haven","CT",""
13182,"159 WATER ST","New Haven","CT",""
13183,"183 STATE ST","New Haven","CT",""
13184,"59 FAIR ST","New Haven","CT",""
13185,"253 STATE ST","New Haven","CT",""
13186,"698 CHAPEL ST","New Haven","CT",""
13187,"CROWN ST","New Haven","CT",""
13188,"STATE ST","New Haven","CT",""
13189,"COURT ST","New Haven","CT",""
13190,"78 OLIVE ST","New Haven","CT",""
13191,NA,"New Haven","CT",""
13192,NA,"New Haven","CT",""
13193,"88 OLIVE ST","New Haven","CT",""
13194,"673 CHAPEL ST","New Haven","CT",""
13195,NA,"New Haven","CT",""
13196,NA,"New Haven","CT",""
13197,"721 CHAPEL ST","New Haven","CT",""
13198,"152 WATER ST","New Haven","CT",""
13199,"50 BREWERY ST","New Haven","CT",""
13200,"BREWERY ST","New Haven","CT",""
13201,"FOOD TERMINAL PLZ","New Haven","CT",""
13202,"106 FOOD TERMINAL PLZ","New Haven","CT",""
13203,"108 FOOD TERMINAL PLZ","New Haven","CT",""
13204,"110 FOOD TERMINAL PLZ","New Haven","CT",""
13205,"120 FOOD TERMINAL PLZ","New Haven","CT",""
13206,"180 FOOD TERMINAL PLZ","New Haven","CT",""
13207,"1 BREWERY ST","New Haven","CT",""
13208,"SARGENT DR","New Haven","CT",""
13209,"10 BREWERY ST","New Haven","CT",""
13210,"BREWERY ST","New Haven","CT",""
13211,"100 SARGENT DR","New Haven","CT",""
13212,"150 SARGENT DR","New Haven","CT",""
13213,"SARGENT DR","New Haven","CT",""
13214,"SARGENT DR","New Haven","CT",""
13215,"200 SARGENT DR","New Haven","CT",""
13216,"SARGENT DR","New Haven","CT",""
13217,"104 FOOD TERMINAL PLZ","New Haven","CT",""
13218,"400 SARGENT DR","New Haven","CT",""
13219,"17 SEA ST","New Haven","CT",""
13220,"49 HOWARD AV","New Haven","CT",""
13221,"80 SEA ST","New Haven","CT",""
13222,"74 SEA ST","New Haven","CT",""
13223,"70 SEA ST","New Haven","CT",""
13224,"68 SEA ST","New Haven","CT",""
13225,"60 SEA ST","New Haven","CT",""
13226,"58 SEA ST","New Haven","CT",""
13227,"54 SEA ST","New Haven","CT",""
13228,"40 SEA ST","New Haven","CT",""
13229,"34 SEA ST","New Haven","CT",""
13230,"33 SOUTH WATER ST","New Haven","CT",""
13231,"37 SOUTH WATER ST","New Haven","CT",""
13232,"43 SOUTH WATER ST","New Haven","CT",""
13233,"47 SOUTH WATER ST","New Haven","CT",""
13234,"51 SOUTH WATER ST","New Haven","CT",""
13235,"57 SOUTH WATER ST","New Haven","CT",""
13236,"SOUTH WATER ST","New Haven","CT",""
13237,"61 SOUTH WATER ST","New Haven","CT",""
13238,"65 SOUTH WATER ST","New Haven","CT",""
13239,"67 SOUTH WATER ST","New Haven","CT",""
13240,"73 SOUTH WATER ST","New Haven","CT",""
13241,"81 SOUTH WATER ST","New Haven","CT",""
13242,"19 HOWARD AV","New Haven","CT",""
13243,"27 HOWARD AV","New Haven","CT",""
13244,"HOWARD AV","New Haven","CT",""
13245,"33 HOWARD AV","New Haven","CT",""
13246,"35 HOWARD AV","New Haven","CT",""
13247,"41 HOWARD AV","New Haven","CT",""
13248,"45 HOWARD AV","New Haven","CT",""
13249,NA,"New Haven","CT",""
13250,"2 HARBOUR CLOSE #E31","New Haven","CT",""
13251,"4 HARBOUR CLOSE #E30","New Haven","CT",""
13252,"6 HARBOUR CLOSE #E36","New Haven","CT",""
13253,"8 HARBOUR CLOSE #E37","New Haven","CT",""
13254,"10 HARBOUR CLOSE #E35","New Haven","CT",""
13255,"12 HARBOUR CLOSE #E34","New Haven","CT",""
13256,"14 HARBOUR CLOSE #E29","New Haven","CT",""
13257,"16 HARBOUR CLOSE #D-26","New Haven","CT",""
13258,"18 HARBOUR CLOSE #E32","New Haven","CT",""
13259,"20 HARBOUR CLOSE #E-33","New Haven","CT",""
13260,"22 HARBOUR CLOSE #D-28","New Haven","CT",""
13261,"24 HARBOUR CLOSE #D-27","New Haven","CT",""
13262,"26 HARBOUR CLOSE #D-25","New Haven","CT",""
13263,"1 HARBOUR CLOSE #A-1","New Haven","CT",""
13264,"3 HARBOUR CLOSE #A-3","New Haven","CT",""
13265,"5 HARBOUR CLOSE #A-5","New Haven","CT",""
13266,"7 HARBOUR CLOSE #A-7","New Haven","CT",""
13267,"9 HARBOUR CLOSE #A-9","New Haven","CT",""
13268,"11 HARBOUR CLOSE #A-11","New Haven","CT",""
13269,"13 HARBOUR CLOSE #A-13","New Haven","CT",""
13270,"15 HARBOUR CLOSE #A-15","New Haven","CT",""
13271,"17 HARBOUR CLOSE #A-17","New Haven","CT",""
13272,"19 HARBOUR CLOSE #A-19","New Haven","CT",""
13273,"21 HARBOUR CLOSE #A-21","New Haven","CT",""
13274,"23 HARBOUR CLOSE #A-23","New Haven","CT",""
13275,"25 HARBOUR CLOSE #A-25","New Haven","CT",""
13276,"27 HARBOUR CLOSE #A-27","New Haven","CT",""
13277,"29 HARBOUR CLOSE #A-29","New Haven","CT",""
13278,"31 HARBOUR CLOSE #A-31","New Haven","CT",""
13279,"33 HARBOUR CLOSE #A-33","New Haven","CT",""
13280,"35 HARBOUR CLOSE #A-35","New Haven","CT",""
13281,"37 HARBOUR CLOSE #A-37","New Haven","CT",""
13282,"39 HARBOUR CLOSE #A-39","New Haven","CT",""
13283,"41 HARBOUR CLOSE #A-41","New Haven","CT",""
13284,"43 HARBOUR CLOSE #A-43","New Haven","CT",""
13285,"45 HARBOUR CLOSE #A-45","New Haven","CT",""
13286,"47 HARBOUR CLOSE #B-47","New Haven","CT",""
13287,"49 HARBOUR CLOSE #B-49","New Haven","CT",""
13288,"51 HARBOUR CLOSE #B-51","New Haven","CT",""
13289,"53 HARBOUR CLOSE #B-53","New Haven","CT",""
13290,"55 HARBOUR CLOSE #B-55","New Haven","CT",""
13291,"57 HARBOUR CLOSE #B-57","New Haven","CT",""
13292,"59 HARBOUR CLOSE #B-59","New Haven","CT",""
13293,"61 HARBOUR CLOSE #B-61","New Haven","CT",""
13294,"63 HARBOUR CLOSE #B-63","New Haven","CT",""
13295,"65 HARBOUR CLOSE #B-65","New Haven","CT",""
13296,"67 HARBOUR CLOSE #B-67","New Haven","CT",""
13297,"69 HARBOUR CLOSE #B-69","New Haven","CT",""
13298,"71 HARBOUR CLOSE #B-71","New Haven","CT",""
13299,"73 HARBOUR CLOSE #B-73","New Haven","CT",""
13300,"75 HARBOUR CLOSE #B-75","New Haven","CT",""
13301,"77 HARBOUR CLOSE #B-77","New Haven","CT",""
13302,"79 HARBOUR CLOSE #B-79","New Haven","CT",""
13303,"83 HARBOUR CLOSE #C-83","New Haven","CT",""
13304,"85 HARBOUR CLOSE #C-85","New Haven","CT",""
13305,"87 HARBOUR CLOSE #C-87","New Haven","CT",""
13306,"89 HARBOUR CLOSE #C-89","New Haven","CT",""
13307,"91 HARBOUR CLOSE #C-91","New Haven","CT",""
13308,"93 HARBOUR CLOSE #C-93","New Haven","CT",""
13309,"95 HARBOUR CLOSE #C-95","New Haven","CT",""
13310,"97 HARBOUR CLOSE #C-97","New Haven","CT",""
13311,"99 HARBOUR CLOSE #C-99","New Haven","CT",""
13312,"101 HARBOUR CLOSE #C101","New Haven","CT",""
13313,"103 HARBOUR CLOSE #C103","New Haven","CT",""
13314,"105 HARBOUR CLOSE #C105","New Haven","CT",""
13315,"107 HARBOUR CLOSE #C107","New Haven","CT",""
13316,"109 HARBOUR CLOSE #C109","New Haven","CT",""
13317,"111 HARBOUR CLOSE #C111","New Haven","CT",""
13318,"113 HARBOUR CLOSE #C113","New Haven","CT",""
13319,"115 HARBOUR CLOSE #C115","New Haven","CT",""
13320,"117 HARBOUR CLOSE #C117","New Haven","CT",""
13321,"119 HARBOUR CLOSE #C119","New Haven","CT",""
13322,"121 HARBOUR CLOSE #C121","New Haven","CT",""
13323,"123 HARBOUR CLOSE #C123","New Haven","CT",""
13324,"125 HARBOUR CLOSE #C125","New Haven","CT",""
13325,"110 SEA ST","New Haven","CT",""
13326,"104 SEA ST","New Haven","CT",""
13327,"SEA ST","New Haven","CT",""
13328,"52 HOWARD AV","New Haven","CT",""
13329,"48 HOWARD AV","New Haven","CT",""
13330,"44 HOWARD AV","New Haven","CT",""
13331,"36 HOWARD AV","New Haven","CT",""
13332,"32 HOWARD AV","New Haven","CT",""
13333,"28 HOWARD AV","New Haven","CT",""
13334,"24 HOWARD AV","New Haven","CT",""
13335,"20 HOWARD AV","New Haven","CT",""
13336,"99 SOUTH WATER ST","New Haven","CT",""
13337,"103 SOUTH WATER ST","New Haven","CT",""
13338,"107 SOUTH WATER ST","New Haven","CT",""
13339,"109 SOUTH WATER ST","New Haven","CT",""
13340,"115 SOUTH WATER ST","New Haven","CT",""
13341,"119 SOUTH WATER ST","New Haven","CT",""
13342,NA,"New Haven","CT",""
13343,NA,"New Haven","CT",""
13344,"98 SOUTH WATER ST","New Haven","CT",""
13345,"110 SOUTH WATER ST","New Haven","CT",""
13346,"120 SOUTH WATER ST","New Haven","CT",""
13347,"100 SOUTH WATER ST","New Haven","CT",""
13348,"82 SOUTH WATER ST","New Haven","CT",""
13349,NA,"New Haven","CT",""
13350,NA,"New Haven","CT",""
13351,NA,"New Haven","CT",""
13352,NA,"New Haven","CT",""
13353,NA,"New Haven","CT",""
13354,"24 SOUTH WATER ST","New Haven","CT",""
13355,"40 SOUTH WATER ST","New Haven","CT",""
13356,NA,"New Haven","CT",""
13357,"127 HARBOUR CLOSE #C127","New Haven","CT",""
13358,"129 HARBOUR CLOSE #C129","New Haven","CT",""
13359,"131 HARBOUR CLOSE #C131","New Haven","CT",""
13360,"133 HARBOUR CLOSE #C133","New Haven","CT",""
13361,"95 HOWARD AV","New Haven","CT",""
13362,"46 SIXTH ST","New Haven","CT",""
13363,"44 SIXTH ST","New Haven","CT",""
13364,"34 SIXTH ST","New Haven","CT",""
13365,"30 HALLOCK AV","New Haven","CT",""
13366,"28 HALLOCK AV","New Haven","CT",""
13367,"26 HALLOCK AV","New Haven","CT",""
13368,"22 HALLOCK AV","New Haven","CT",""
13369,"16 HALLOCK AV","New Haven","CT",""
13370,"14 HALLOCK AV","New Haven","CT",""
13371,"63 SEA ST","New Haven","CT",""
13372,"71 SEA ST","New Haven","CT",""
13373,"73 SEA ST","New Haven","CT",""
13374,"75 SEA ST","New Haven","CT",""
13375,"63 HOWARD AV","New Haven","CT",""
13376,"67 HOWARD AV","New Haven","CT",""
13377,"71 HOWARD AV","New Haven","CT",""
13378,"75 HOWARD AV","New Haven","CT",""
13379,"79 HOWARD AV","New Haven","CT",""
13380,"83 HOWARD AV","New Haven","CT",""
13381,"90 SIXTH ST","New Haven","CT",""
13382,"84 SIXTH ST","New Haven","CT",""
13383,"82 SIXTH ST","New Haven","CT",""
13384,"78 SIXTH ST","New Haven","CT",""
13385,"72 SIXTH ST","New Haven","CT",""
13386,"96 HOWARD AV","New Haven","CT",""
13387,"90 HOWARD AV","New Haven","CT",""
13388,"86 HOWARD AV","New Haven","CT",""
13389,"82 HOWARD AV","New Haven","CT",""
13390,"78 HOWARD AV","New Haven","CT",""
13391,"72 HOWARD AV","New Haven","CT",""
13392,"68 HOWARD AV","New Haven","CT",""
13393,"66 HOWARD AV","New Haven","CT",""
13394,"109 SEA ST","New Haven","CT",""
13395,"111 SEA ST","New Haven","CT",""
13396,"115 SEA ST","New Haven","CT",""
13397,"89 GREENWICH AV","New Haven","CT",""
13398,"97 GREENWICH AV","New Haven","CT",""
13399,"105 GREENWICH AV","New Haven","CT",""
13400,"109 GREENWICH AV","New Haven","CT",""
13401,"115 GREENWICH AV","New Haven","CT",""
13402,"88 GREENWICH AV","New Haven","CT",""
13403,"94 GREENWICH AV","New Haven","CT",""
13404,"100 GREENWICH AV","New Haven","CT",""
13405,"106 GREENWICH AV","New Haven","CT",""
13406,"110 GREENWICH AV","New Haven","CT",""
13407,"116 GREENWICH AV","New Haven","CT",""
13408,"120 GREENWICH AV","New Haven","CT",""
13409,"124 GREENWICH AV","New Haven","CT",""
13410,"128 GREENWICH AV","New Haven","CT",""
13411,"134 GREENWICH AV","New Haven","CT",""
13412,"138 GREENWICH AV","New Haven","CT",""
13413,"142 GREENWICH AV","New Haven","CT",""
13414,"146 GREENWICH AV","New Haven","CT",""
13415,"148 GREENWICH AV","New Haven","CT",""
13416,"HOWARD AV","New Haven","CT",""
13417,"HOWARD AV","New Haven","CT",""
13418,"189 GREENWICH AV","New Haven","CT",""
13419,"183 GREENWICH AV","New Haven","CT",""
13420,"179 GREENWICH AV","New Haven","CT",""
13421,"74 FIFTH ST","New Haven","CT",""
13422,"70 FIFTH ST","New Haven","CT",""
13423,"142 HOWARD AV","New Haven","CT",""
13424,"HOWARD AV","New Haven","CT",""
13425,"108 HOWARD AV","New Haven","CT",""
13426,"104 HOWARD AV","New Haven","CT",""
13427,"75 SIXTH ST","New Haven","CT",""
13428,"141 GREENWICH AV","New Haven","CT",""
13429,"145 GREENWICH AV","New Haven","CT",""
13430,"149 GREENWICH AV","New Haven","CT",""
13431,"GREENWICH AV","New Haven","CT",""
13432,"190 GREENWICH AV","New Haven","CT",""
13433,"188 GREENWICH AV","New Haven","CT",""
13434,"HALLOCK AV","New Haven","CT",""
13435,"15 HALLOCK AV","New Haven","CT",""
13436,"21 SEA ST","New Haven","CT",""
13437,"19 SEA ST","New Haven","CT",""
13438,"15 HALLOCK AV","New Haven","CT",""
13439,"25 SEA ST","New Haven","CT",""
13440,"29 SEA ST","New Haven","CT",""
13441,"37 SEA ST","New Haven","CT",""
13442,"39 SEA ST","New Haven","CT",""
13443,"53 SEA ST","New Haven","CT",""
13444,"57 SEA ST","New Haven","CT",""
13445,"2 SARGENT DR","New Haven","CT",""
13446,"113 HALLOCK AV","New Haven","CT",""
13447,"117 HALLOCK AV","New Haven","CT",""
13448,"121 HALLOCK AV","New Haven","CT",""
13449,"125 HALLOCK AV","New Haven","CT",""
13450,"135 HALLOCK AV","New Haven","CT",""
13451,"149 HALLOCK AV","New Haven","CT",""
13452,"159 HALLOCK AV","New Haven","CT",""
13453,"165 HALLOCK AV","New Haven","CT",""
13454,"169 HALLOCK AV","New Haven","CT",""
13455,"173 HALLOCK AV","New Haven","CT",""
13456,"175 HALLOCK AV","New Haven","CT",""
13457,"40 SARGENT DR","New Haven","CT",""
13458,"60 SARGENT DR","New Haven","CT",""
13459,"1 LONG WHARF DR","New Haven","CT",""
13460,"LONG WHARF DR","New Haven","CT",""
13461,"3 LONG WHARF DR","New Haven","CT",""
13462,"1 LONG WHARF DR","New Haven","CT",""
13463,"1 LONG WHARF DR","New Haven","CT",""
13464,NA,"New Haven","CT",""
13465,NA,"New Haven","CT",""
13466,"1 LONG WHARF DR","New Haven","CT",""
13467,"1 LONG WHARF DR","New Haven","CT",""
13468,"HALLOCK AV","New Haven","CT",""
13469,"90 SARGENT DR","New Haven","CT",""
13470,"SARGENT DR","New Haven","CT",""
