"pid","location","city","state","zip"
16001,"30 MORRIS ST","New Haven","CT",""
16002,"24 MORRIS ST","New Haven","CT",""
16003,"22 MORRIS ST","New Haven","CT",""
16004,NA,"New Haven","CT",""
16005,"20 MORRIS ST","New Haven","CT",""
16006,"ELLA T GRASSO BLVD","New Haven","CT",""
16007,"330 ELLA T GRASSO BLVD","New Haven","CT",""
16008,"MORRIS ST","New Haven","CT",""
16009,"110 ROSETTE ST","New Haven","CT",""
16010,"106 ROSETTE ST","New Haven","CT",""
16011,"104 ROSETTE ST","New Haven","CT",""
16012,NA,"New Haven","CT",""
16013,"100 ROSETTE ST","New Haven","CT",""
16014,"96 ROSETTE ST","New Haven","CT",""
16015,"60 DEWITT ST","New Haven","CT",""
16016,"56 DEWITT ST","New Haven","CT",""
16017,"54 DEWITT ST","New Haven","CT",""
16018,"46 DEWITT ST","New Haven","CT",""
16019,"42 DEWITT ST","New Haven","CT",""
16020,NA,"New Haven","CT",""
16021,"34 DEWITT ST","New Haven","CT",""
16022,"30 DEWITT ST","New Haven","CT",""
16023,"26 DEWITT ST","New Haven","CT",""
16024,"22 DEWITT ST","New Haven","CT",""
16025,"18 DEWITT ST","New Haven","CT",""
16026,"14 DEWITT ST","New Haven","CT",""
16027,"6 DEWITT ST","New Haven","CT",""
16028,"8 DEWITT ST","New Haven","CT",""
16029,"73 LAMBERTON ST","New Haven","CT",""
16030,"3 ARTHUR ST","New Haven","CT",""
16031,"7 ARTHUR ST","New Haven","CT",""
16032,NA,"New Haven","CT",""
16033,"21 ARTHUR ST","New Haven","CT",""
16034,"33 ARTHUR ST","New Haven","CT",""
16035,"35 ARTHUR ST","New Haven","CT",""
16036,"37 ARTHUR ST","New Haven","CT",""
16037,"39 ARTHUR ST","New Haven","CT",""
16038,"41 ARTHUR ST","New Haven","CT",""
16039,"43 ARTHUR ST","New Haven","CT",""
16040,"45 ARTHUR ST","New Haven","CT",""
16041,"47 ARTHUR ST","New Haven","CT",""
16042,"49 ARTHUR ST","New Haven","CT",""
16043,"51 ARTHUR ST","New Haven","CT",""
16044,"53 ARTHUR ST","New Haven","CT",""
16045,"55 ARTHUR ST","New Haven","CT",""
16046,NA,"New Haven","CT",""
16047,"140 ROSETTE ST","New Haven","CT",""
16048,"136 ROSETTE ST","New Haven","CT",""
16049,"130 ROSETTE ST","New Haven","CT",""
16050,"126 ROSETTE ST","New Haven","CT",""
16051,"124 ROSETTE ST","New Haven","CT",""
16052,"122 ROSETTE ST","New Haven","CT",""
16053,"120 ROSETTE ST","New Haven","CT",""
16054,"58 ARTHUR ST","New Haven","CT",""
16055,"56 ARTHUR ST","New Haven","CT",""
16056,"54 ARTHUR ST","New Haven","CT",""
16057,"52 ARTHUR ST","New Haven","CT",""
16058,"50 ARTHUR ST","New Haven","CT",""
16059,"46 ARTHUR ST","New Haven","CT",""
16060,"44 ARTHUR ST","New Haven","CT",""
16061,"40 ARTHUR ST","New Haven","CT",""
16062,"24 ARTHUR ST","New Haven","CT",""
16063,"22 ARTHUR ST","New Haven","CT",""
16064,"20 ARTHUR ST","New Haven","CT",""
16065,"32 ARTHUR ST","New Haven","CT",""
16066,"18 ARTHUR ST","New Haven","CT",""
16067,"16 ARTHUR ST","New Haven","CT",""
16068,"12 ARTHUR ST","New Haven","CT",""
16069,"8 ARTHUR ST","New Haven","CT",""
16070,"6 ARTHUR ST","New Haven","CT",""
16071,"2 ARTHUR ST","New Haven","CT",""
16072,"91 LAMBERTON ST","New Haven","CT",""
16073,"99 LAMBERTON ST","New Haven","CT",""
16074,"101 LAMBERTON ST","New Haven","CT",""
16075,"103 LAMBERTON ST","New Haven","CT",""
16076,"9 BUTTON ST","New Haven","CT",""
16077,"11 BUTTON ST","New Haven","CT",""
16078,"13 BUTTON ST","New Haven","CT",""
16079,"21 BUTTON ST","New Haven","CT",""
16080,"25 BUTTON ST","New Haven","CT",""
16081,"29 BUTTON ST","New Haven","CT",""
16082,"33 BUTTON ST","New Haven","CT",""
16083,"41 BUTTON ST","New Haven","CT",""
16084,"43 BUTTON ST","New Haven","CT",""
16085,"45 BUTTON ST","New Haven","CT",""
16086,"47 BUTTON ST","New Haven","CT",""
16087,"49 BUTTON ST","New Haven","CT",""
16088,"53 BUTTON ST","New Haven","CT",""
16089,"162 ROSETTE ST","New Haven","CT",""
16090,"160 ROSETTE ST","New Haven","CT",""
16091,"158 ROSETTE ST","New Haven","CT",""
16092,"154 ROSETTE ST","New Haven","CT",""
16093,"148 ROSETTE ST","New Haven","CT",""
16094,"56 BUTTON ST","New Haven","CT",""
16095,"52 BUTTON ST","New Haven","CT",""
16096,"50 BUTTON ST","New Haven","CT",""
16097,"48 BUTTON ST","New Haven","CT",""
16098,"42 BUTTON ST","New Haven","CT",""
16099,"38 BUTTON ST","New Haven","CT",""
16100,"32 BUTTON ST","New Haven","CT",""
16101,"28 BUTTON ST","New Haven","CT",""
16102,"24 BUTTON ST","New Haven","CT",""
16103,"20 BUTTON ST","New Haven","CT",""
16104,"16 BUTTON ST","New Haven","CT",""
16105,"12 BUTTON ST","New Haven","CT",""
16106,"10 BUTTON ST","New Haven","CT",""
16107,"6 BUTTON ST","New Haven","CT",""
16108,"4 BUTTON ST","New Haven","CT",""
