"pid","location","city","state","zip"
2001,"24 WOODWARD AV #31","New Haven","CT",""
2002,"24 WOODWARD AV #32","New Haven","CT",""
2003,"24 WOODWARD AV #33","New Haven","CT",""
2004,"24 WOODWARD AV #34","New Haven","CT",""
2005,"24 WOODWARD AV #35","New Haven","CT",""
2006,"24 WOODWARD AV #36","New Haven","CT",""
2007,"24 WOODWARD AV #37","New Haven","CT",""
2008,"24 WOODWARD AV #38","New Haven","CT",""
2009,"24 WOODWARD AV #39","New Haven","CT",""
2010,"24 WOODWARD AV #40","New Haven","CT",""
2011,"24 WOODWARD AV #41","New Haven","CT",""
2012,"24 WOODWARD AV #42","New Haven","CT",""
2013,"24 WOODWARD AV #43","New Haven","CT",""
2014,"24 WOODWARD AV #44","New Haven","CT",""
2015,"24 WOODWARD AV #45","New Haven","CT",""
2016,"24 WOODWARD AV #46","New Haven","CT",""
2017,"24 WOODWARD AV #47","New Haven","CT",""
2018,"24 WOODWARD AV #48","New Haven","CT",""
2019,"24 WOODWARD AV #49","New Haven","CT",""
2020,"24 WOODWARD AV #50","New Haven","CT",""
2021,"24 WOODWARD AV #51","New Haven","CT",""
2022,"24 WOODWARD AV #52","New Haven","CT",""
2023,"24 WOODWARD AV #53","New Haven","CT",""
2024,"24 WOODWARD AV #54","New Haven","CT",""
2025,"24 WOODWARD AV #55","New Haven","CT",""
2026,"24 WOODWARD AV #56","New Haven","CT",""
2027,"24 WOODWARD AV #57","New Haven","CT",""
2028,"24 WOODWARD AV #58","New Haven","CT",""
2029,"24 WOODWARD AV #59","New Haven","CT",""
2030,"24 WOODWARD AV #60","New Haven","CT",""
2031,"24 WOODWARD AV #61","New Haven","CT",""
2032,"24 WOODWARD AV #62","New Haven","CT",""
2033,"HALE RD","New Haven","CT",""
2034,"HALE RD","New Haven","CT",""
2035,"HALE RD","New Haven","CT",""
2036,"HALE RD","New Haven","CT",""
2037,"HALE RD","New Haven","CT",""
2038,"HALE RD","New Haven","CT",""
2039,"HALE RD","New Haven","CT",""
2040,"HALE RD","New Haven","CT",""
2041,"HALE RD","New Haven","CT",""
2042,"HALE RD","New Haven","CT",""
2043,"HALE RD","New Haven","CT",""
2044,"WOODWARD LA","New Haven","CT",""
2045,"HALE RD","New Haven","CT",""
2046,"WOODWARD AV","New Haven","CT",""
2047,"47 WOODWARD AV","New Haven","CT",""
2048,NA,"New Haven","CT",""
2049,"83 FORT HALE RD","New Haven","CT",""
2050,"87 FORT HALE RD","New Haven","CT",""
2051,"93 FORT HALE RD","New Haven","CT",""
2052,"99 FORT HALE RD","New Haven","CT",""
2053,"103 FORT HALE RD","New Haven","CT",""
2054,"111 FORT HALE RD","New Haven","CT",""
2055,"113 FORT HALE RD","New Haven","CT",""
2056,"119 FORT HALE RD","New Haven","CT",""
2057,"123 FORT HALE RD","New Haven","CT",""
2058,"127 FORT HALE RD","New Haven","CT",""
2059,"133 FORT HALE RD","New Haven","CT",""
2060,"137 FORT HALE RD","New Haven","CT",""
