"pid","location","city","state","zip"
23001,"642 WHALLEY AV","New Haven","CT",""
23002,"638 WHALLEY AV","New Haven","CT",""
23003,"632 WHALLEY AV","New Haven","CT",""
23004,"628 WHALLEY AV","New Haven","CT",""
23005,"622 WHALLEY AV","New Haven","CT",""
23006,"616 WHALLEY AV","New Haven","CT",""
23007,"148 HUBINGER ST","New Haven","CT",""
23008,"142 HUBINGER ST","New Haven","CT",""
23009,"138 HUBINGER ST","New Haven","CT",""
23010,"134 HUBINGER ST","New Haven","CT",""
23011,"130 HUBINGER ST","New Haven","CT",""
23012,"124 HUBINGER ST","New Haven","CT",""
23013,"120 HUBINGER ST","New Haven","CT",""
23014,"114 HUBINGER ST","New Haven","CT",""
23015,"112 HUBINGER ST","New Haven","CT",""
23016,"59 ELDERT ST","New Haven","CT",""
23017,"201 WEST PARK AV","New Haven","CT",""
23018,"207 WEST PARK AV","New Haven","CT",""
23019,"211 WEST PARK AV","New Haven","CT",""
23020,"215 WEST PARK AV","New Haven","CT",""
23021,"221 WEST PARK AV","New Haven","CT",""
23022,"225 WEST PARK AV","New Haven","CT",""
23023,"235 WEST PARK AV","New Haven","CT",""
23024,"239 WEST PARK AV","New Haven","CT",""
23025,"245 WEST PARK AV","New Haven","CT",""
23026,"249 WEST PARK AV","New Haven","CT",""
23027,"257 WEST PARK AV","New Haven","CT",""
23028,"600 WHALLEY AV","New Haven","CT",""
23029,"50 YOUNG ST","New Haven","CT",""
23030,"46 YOUNG ST","New Haven","CT",""
23031,"42 YOUNG ST","New Haven","CT",""
23032,"36 YOUNG ST","New Haven","CT",""
23033,"30 YOUNG ST","New Haven","CT",""
23034,"26 YOUNG ST","New Haven","CT",""
23035,"20 YOUNG ST","New Haven","CT",""
23036,"14 YOUNG ST","New Haven","CT",""
23037,"8 YOUNG ST","New Haven","CT",""
23038,"26 WHITTLESEY AV","New Haven","CT",""
23039,"22 WHITTLESEY AV","New Haven","CT",""
23040,"589 WHALLEY AV","New Haven","CT",""
23041,"593 WHALLEY AV","New Haven","CT",""
23042,"597 WHALLEY AV","New Haven","CT",""
23043,"601 WHALLEY AV","New Haven","CT",""
23044,"605 WHALLEY AV","New Haven","CT",""
23045,"609 WHALLEY AV","New Haven","CT",""
23046,"615 WHALLEY AV","New Haven","CT",""
23047,"619 WHALLEY AV","New Haven","CT",""
23048,"623 WHALLEY AV","New Haven","CT",""
23049,"627 WHALLEY AV","New Haven","CT",""
23050,"631 WHALLEY AV","New Haven","CT",""
23051,"635 WHALLEY AV","New Haven","CT",""
23052,"11 OSBORN AV","New Haven","CT",""
23053,"15 OSBORN AV","New Haven","CT",""
23054,"37 WHITTLESEY AV","New Haven","CT",""
23055,"56 BLAKE ST","New Haven","CT",""
23056,"50 BLAKE ST","New Haven","CT",""
23057,"40 BLAKE ST","New Haven","CT",""
23058,"32 BLAKE ST","New Haven","CT",""
23059,"BLAKE ST","New Haven","CT",""
23060,"545 WHALLEY AV","New Haven","CT",""
23061,"531 WHALLEY AV","New Haven","CT",""
23062,"533 WHALLEY AV","New Haven","CT",""
23063,"543 WHALLEY AV","New Haven","CT",""
23064,"555 WHALLEY AV","New Haven","CT",""
23065,"559 WHALLEY AV","New Haven","CT",""
23066,"563 WHALLEY AV","New Haven","CT",""
23067,"567 WHALLEY AV","New Haven","CT",""
23068,"571 WHALLEY AV","New Haven","CT",""
23069,"575 WHALLEY AV","New Haven","CT",""
23070,"579 WHALLEY AV","New Haven","CT",""
23071,"15 WHITTLESEY AV","New Haven","CT",""
23072,"19 WHITTLESEY AV","New Haven","CT",""
23073,"25 WHITTLESEY AV","New Haven","CT",""
23074,"29 WHITTLESEY AV","New Haven","CT",""
23075,"33 WHITTLESEY AV","New Haven","CT",""
23076,"81 OSBORN AV","New Haven","CT",""
23077,"272 GOFFE TER","New Haven","CT",""
23078,"266 GOFFE TER","New Haven","CT",""
23079,"262 GOFFE TER","New Haven","CT",""
23080,"252 GOFFE TER","New Haven","CT",""
23081,"248 GOFFE TER","New Haven","CT",""
23082,"246 GOFFE TER","New Haven","CT",""
23083,"1610 ELLA T GRASSO BLVD","New Haven","CT",""
23084,"1604 ELLA T GRASSO BLVD","New Haven","CT",""
23085,"1600 ELLA T GRASSO BLVD","New Haven","CT",""
23086,"1596 ELLA T GRASSO BLVD","New Haven","CT",""
23087,"1592 ELLA T GRASSO BLVD","New Haven","CT",""
23088,"1588 ELLA T GRASSO BLVD","New Haven","CT",""
23089,"1582 ELLA T GRASSO BLVD","New Haven","CT",""
23090,"1578 ELLA T GRASSO BLVD","New Haven","CT",""
23091,"1572 ELLA T GRASSO BLVD","New Haven","CT",""
23092,"1568 ELLA T GRASSO BLVD","New Haven","CT",""
23093,"1564 ELLA T GRASSO BLVD","New Haven","CT",""
23094,"1558 ELLA T GRASSO BLVD","New Haven","CT",""
23095,"1552 ELLA T GRASSO BLVD","New Haven","CT",""
23096,"1548 ELLA T GRASSO BLVD","New Haven","CT",""
23097,"1544 ELLA T GRASSO BLVD","New Haven","CT",""
23098,"1536 ELLA T GRASSO BLVD","New Haven","CT",""
23099,"1532 ELLA T GRASSO BLVD","New Haven","CT",""
23100,"1528 ELLA T GRASSO BLVD","New Haven","CT",""
23101,"1524 ELLA T GRASSO BLVD","New Haven","CT",""
23102,"1520 ELLA T GRASSO BLVD","New Haven","CT",""
23103,"1514 ELLA T GRASSO BLVD","New Haven","CT",""
23104,"1508 ELLA T GRASSO BLVD","New Haven","CT",""
23105,"1504 ELLA T GRASSO BLVD","New Haven","CT",""
23106,"1500 ELLA T GRASSO BLVD","New Haven","CT",""
23107,"1496 ELLA T GRASSO BLVD","New Haven","CT",""
23108,"491 WHALLEY AV","New Haven","CT",""
23109,"503 WHALLEY AV","New Haven","CT",""
23110,"507 WHALLEY AV","New Haven","CT",""
23111,"511 WHALLEY AV","New Haven","CT",""
23112,"515 WHALLEY AV","New Haven","CT",""
23113,"13 BLAKE ST","New Haven","CT",""
23114,"17 BLAKE ST","New Haven","CT",""
23115,"21 BLAKE ST","New Haven","CT",""
23116,"27 BLAKE ST","New Haven","CT",""
23117,"31 BLAKE ST","New Haven","CT",""
23118,"37 BLAKE ST","New Haven","CT",""
23119,"41 BLAKE ST","New Haven","CT",""
23120,"45 BLAKE ST","New Haven","CT",""
23121,"51 BLAKE ST","New Haven","CT",""
23122,"55 BLAKE ST","New Haven","CT",""
23123,"59 BLAKE ST","New Haven","CT",""
23124,"63 BLAKE ST","New Haven","CT",""
23125,"67 BLAKE ST","New Haven","CT",""
23126,"71 BLAKE ST","New Haven","CT",""
23127,"75 BLAKE ST","New Haven","CT",""
23128,"79 BLAKE ST","New Haven","CT",""
23129,"83 BLAKE ST","New Haven","CT",""
23130,"87 BLAKE ST","New Haven","CT",""
23131,"91 BLAKE ST","New Haven","CT",""
23132,"97 BLAKE ST","New Haven","CT",""
23133,"101 BLAKE ST","New Haven","CT",""
23134,"105 BLAKE ST","New Haven","CT",""
23135,"111 BLAKE ST","New Haven","CT",""
23136,"115 BLAKE ST","New Haven","CT",""
23137,"119 BLAKE ST","New Haven","CT",""
23138,"129 BLAKE ST","New Haven","CT",""
23139,"71 OSBORN AV","New Haven","CT",""
23140,"75 OSBORN AV","New Haven","CT",""
23141,"134 BLAKE ST","New Haven","CT",""
23142,"130 BLAKE ST","New Haven","CT",""
23143,"124 BLAKE ST","New Haven","CT",""
23144,"118 BLAKE ST","New Haven","CT",""
23145,"116 BLAKE ST","New Haven","CT",""
23146,"114 BLAKE ST","New Haven","CT",""
23147,"108 BLAKE ST","New Haven","CT",""
23148,"102 BLAKE ST","New Haven","CT",""
23149,"96 BLAKE ST","New Haven","CT",""
23150,"42 WHITTLESEY AV","New Haven","CT",""
23151,"38 WHITTLESEY AV","New Haven","CT",""
23152,"34 WHITTLESEY AV","New Haven","CT",""
23153,"30 WHITTLESEY AV","New Haven","CT",""
23154,"11 YOUNG ST","New Haven","CT",""
23155,"17 YOUNG ST","New Haven","CT",""
23156,"21 YOUNG ST","New Haven","CT",""
23157,"25 YOUNG ST","New Haven","CT",""
