"pid","location","city","state","zip"
8001,"94 EXCHANGE ST","New Haven","CT",""
8002,"90 EXCHANGE ST","New Haven","CT",""
8003,"86 EXCHANGE ST","New Haven","CT",""
8004,"84 EXCHANGE ST","New Haven","CT",""
8005,"80 EXCHANGE ST","New Haven","CT",""
8006,"76 EXCHANGE ST","New Haven","CT",""
8007,"118 GRAND AV","New Haven","CT",""
8008,"GRAND AV","New Haven","CT",""
8009,"116 EAST PEARL ST","New Haven","CT",""
8010,"112 EAST PEARL ST","New Haven","CT",""
8011,"108 EAST PEARL ST","New Haven","CT",""
8012,"102 EAST PEARL ST","New Haven","CT",""
8013,"75 EXCHANGE ST","New Haven","CT",""
8014,"79 EXCHANGE ST","New Haven","CT",""
8015,"81 EXCHANGE ST","New Haven","CT",""
8016,"83 EXCHANGE ST","New Haven","CT",""
8017,"91 EXCHANGE ST","New Haven","CT",""
8018,"164 GRAND AV","New Haven","CT",""
8019,"182 GRAND AV","New Haven","CT",""
8020,"127 EXCHANGE ST","New Haven","CT",""
8021,"131 EXCHANGE ST","New Haven","CT",""
8022,"137 EXCHANGE ST","New Haven","CT",""
8023,"141 EXCHANGE ST","New Haven","CT",""
8024,"287 FERRY ST","New Haven","CT",""
8025,"184 GRAND AV","New Haven","CT",""
8026,"325 FERRY ST","New Haven","CT",""
8027,"291 FERRY ST","New Haven","CT",""
8028,"132 GRAND AV","New Haven","CT",""
8029,"126 GRAND AV","New Haven","CT",""
8030,"RIVER ST","New Haven","CT",""
8031,"24 RIVER ST","New Haven","CT",""
8032,"RIVER ST","New Haven","CT",""
8033,"2 RIVER ST","New Haven","CT",""
8034,"17 FRONT ST","New Haven","CT",""
8035,"39 FRONT ST","New Haven","CT",""
8036,"59 FRONT ST","New Haven","CT",""
8037,"69 FRONT ST","New Haven","CT",""
8038,"19 RIVER ST","New Haven","CT",""
8039,"RIVER ST","New Haven","CT",""
8040,"EAST PEARL ST","New Haven","CT",""
8041,"23 EAST PEARL ST","New Haven","CT",""
8042,"37 EAST PEARL ST","New Haven","CT",""
8043,"43 EAST PEARL ST","New Haven","CT",""
8044,NA,"New Haven","CT",""
8045,"47 EAST PEARL ST","New Haven","CT",""
8046,"51 EAST PEARL ST","New Haven","CT",""
8047,"55 EAST PEARL ST","New Haven","CT",""
8048,"32 CHAMBERS ST","New Haven","CT",""
8049,"22 FRONT ST","New Haven","CT",""
8050,"20 FRONT ST #A","New Haven","CT",""
8051,"16 FRONT ST #B","New Haven","CT",""
8052,"12 FRONT ST #C","New Haven","CT",""
8053,"8 FRONT ST #D","New Haven","CT",""
8054,"4 FRONT ST #E","New Haven","CT",""
8055,"18 FRONT ST #F","New Haven","CT",""
8056,"14 FRONT ST #G","New Haven","CT",""
8057,"10 FRONT ST #H","New Haven","CT",""
8058,"6 FRONT ST #I","New Haven","CT",""
8059,"2 FRONT ST #J","New Haven","CT",""
8060,"6 FRONT ST #GAR","New Haven","CT",""
8061,"46 FRONT ST","New Haven","CT",""
8062,"38 FRONT ST","New Haven","CT",""
8063,"1 FRONT ST #001","New Haven","CT",""
8064,"1 FRONT ST #003","New Haven","CT",""
8065,"1 FRONT ST #007","New Haven","CT",""
8066,"1 FRONT ST #011","New Haven","CT",""
8067,"1 FRONT ST #013","New Haven","CT",""
8068,"1 FRONT ST #015","New Haven","CT",""
8069,"1 FRONT ST #101","New Haven","CT",""
8070,"1 FRONT ST #102","New Haven","CT",""
