"pctgood","acres","exval","occupancy","location"
"48","0.07",NA,"5","19 LYNWOOD PL"
"48","0.05",NA,"5","21 LYNWOOD PL"
"78","0.1",NA,"3","23 LYNWOOD PL"
"60","0.14",NA,"12","25 LYNWOOD PL"
"68","0.08",NA,"3","33 LYNWOOD PL"
"68","0.05","3200","2","35 LYNWOOD PL"
"40","0.1",NA,"6","37 LYNWOOD PL"
"78","0.08",NA,"10","350 ELM ST"
"78","0.1","3700","1","348 ELM ST"
"65","0.12","2400","1","344 ELM ST"
"78","0.06","3700","2","340 ELM ST"
"73","0.08","9500","1","338 ELM ST"
"93","0.07","6600","1","278 PARK ST"
NA,"0.07",NA,NA,"274 PARK ST"
NA,"0.07",NA,NA,"272 PARK ST"
"82","0.3",NA,"1","268 PARK ST"
NA,"0.1",NA,NA,"260 PARK ST"
"97","0.46","171500","1","248 PARK ST"
"65","0.16",NA,"12","246 PARK ST"
"68","0.14",NA,"2","234 PARK ST"
NA,"0.08",NA,NA,"15 EDGEWOOD AV"
"17","0.07",NA,"2","15 EDGEWOOD AV"
"78","0.13","3700","2","17 EDGEWOOD AV"
"82","0.1",NA,"3","371 ELM ST"
"68","0.03",NA,"3","127 HOWE ST"
"68","0.05",NA,"4","129 HOWE ST"
"60","0.14",NA,"12","131 HOWE ST"
"73","0.21","6900","20","100 BROADWAY"
NA,"0.18",NA,NA,"90 BROADWAY"
NA,"0.02",NA,NA,"ELM ST"
"73","0.15",NA,"1","88 BROADWAY"
NA,"0",NA,NA,"ELM ST"
NA,"0.22",NA,NA,"357 ELM ST"
"50","0.1",NA,"1","84 BROADWAY"
NA,"0.06",NA,NA,"BROADWAY"
"68","0.08",NA,"1","80 BROADWAY"
"65","0.78","30700","1","70 BROADWAY"
NA,"0.05",NA,NA,"343 ELM ST"
NA,"0.06",NA,NA,"345 ELM ST"
NA,"0.09",NA,NA,"349 ELM ST"
"48","0.09",NA,"13","361 ELM ST"
"65","0.13",NA,"21","367 ELM ST"
"60","0.05",NA,"1","78 ASHMUN ST"
NA,"0.13",NA,NA,"74 ASHMUN ST"
NA,"0.11",NA,NA,"68 ASHMUN ST"
NA,"0.09",NA,NA,"64 ASHMUN ST"
NA,"0.09",NA,NA,"60 ASHMUN ST"
"55","0.65",NA,"1","50 ASHMUN ST"
"55","0.59",NA,"16","90 YORK SQUARE PL"
"69","6.37","260400","3","70 YORK SQUARE PL"
"68","0.19","28300","20","9 DIXWELL AV"
NA,"0.12",NA,NA,"17 DIXWELL AV"
"65","0.1",NA,"12","27 DIXWELL AV"
NA,"0.04",NA,NA,"10 LAKE PL"
NA,"3.99",NA,NA,"WEBSTER ST"
"60","0.14",NA,"1","45 BRISTOL ST"
"78","0.11",NA,"3","65 BRISTOL ST"
"68","0.1",NA,"2","67 BRISTOL ST"
"68","0.11",NA,"3","69 BRISTOL ST"
"78","0.1",NA,"2","71 BRISTOL ST"
"55","0.13",NA,"3","73 BRISTOL ST"
"55","0.12",NA,"2","77 BRISTOL ST"
"37","0.13",NA,"1","79 BRISTOL ST"
"55","0.17",NA,"2","85 BRISTOL ST"
"55","0.2",NA,"2","89 BRISTOL ST"
"55","0.16",NA,"1","91 BRISTOL ST"
"68","0.15",NA,"3","97 BRISTOL ST"
"68","0.12",NA,"2","101 BRISTOL ST"
"68","0.12",NA,"1","105 BRISTOL ST"
"55","0.16",NA,"2","109 BRISTOL ST"
"55","0.15",NA,"6","111 BRISTOL ST"
NA,"0.11",NA,NA,"117 BRISTOL ST"
"91","0.14",NA,"4","123 BRISTOL ST"
NA,"0.1",NA,NA,"127 BRISTOL ST"
"68","0.07",NA,"3","131 BRISTOL ST"
"65","0.11","11700","1","135 BRISTOL ST"
"70","0.13","9100","15","81 DIXWELL AV"
"65","0.18","7100","1","95 DIXWELL AV"
NA,"0.03",NA,NA,"101 DIXWELL AV"
NA,"0.14",NA,NA,"103 DIXWELL AV"
"68","0.51",NA,"1","119 DIXWELL AV"
"86","0.11",NA,"1","46 BRISTOL ST"
"86","0.1",NA,"1","120 ASHMUN ST"
"73","0.09",NA,"1","100 ASHMUN ST"
NA,"0.09",NA,NA,"96 ASHMUN ST"
"78","0.09",NA,"2","1 LAKE PL"
"78","0.09",NA,"2","5 LAKE PL"
"68","0.09",NA,"3","11 LAKE PL"
"78","0.15",NA,"3","13 LAKE PL"
"78","0.13",NA,"3","17 LAKE PL"
"68","0.18",NA,"4","23 LAKE PL"
"78","0.12",NA,"3","29 LAKE PL"
"78","0.14",NA,"2","33 LAKE PL"
"78","0.08",NA,"3","37 LAKE PL"
"78","0.17",NA,"3","39 LAKE PL"
"78","0.08",NA,"1","45 LAKE PL"
"78","0.08","3700","1","47 LAKE PL"
"68","0.07",NA,"3","51 LAKE PL"
"68","0.07",NA,"3","53 LAKE PL"
"78","0.11",NA,"2","57 LAKE PL"
"68","0.12",NA,"6","61 LAKE PL"
"68","0.1",NA,"3","65 LAKE PL"
"68","0.14",NA,"3","69 LAKE PL"
"68","0.11",NA,"2","73 LAKE PL"
"68","0.11",NA,"4","79 LAKE PL"
"78","0.11",NA,"3","85 LAKE PL"
"63","0.11",NA,"2","91 LAKE PL"
NA,NA,NA,NA,NA
"50","0.11",NA,"10","33 DIXWELL AV"
NA,"0.11",NA,NA,"37 DIXWELL AV"
"95","0.32",NA,"1","45 DIXWELL AV"
NA,NA,NA,NA,NA
"60","0.08","2800","4","51 DIXWELL AV"
"55","0.12",NA,"1","55 DIXWELL AV"
"60","0.17","5700","1","59 DIXWELL AV"
NA,"0.17",NA,NA,"65 DIXWELL AV"
"65","0.19",NA,"26","126 BRISTOL ST"
NA,"1.55",NA,NA,"114 BRISTOL ST"
"65","0.19",NA,"12","90 BRISTOL ST"
"68","0.12",NA,"1","80 BRISTOL ST"
"80","0.19",NA,"1","56 BRISTOL ST"
"80","0.17",NA,"1","60 BRISTOL ST"
"80","0.19",NA,"1","64 BRISTOL ST"
"80","0.19",NA,"1","68 BRISTOL ST"
"80","0.19",NA,"1","72 BRISTOL ST"
"71","0.19",NA,"1","76 BRISTOL ST"
"86","0.1",NA,"1","306 ASHMUN ST"
"86","0.19",NA,"1","304 ASHMUN ST"
"86","0.16",NA,"1","302 ASHMUN ST"
"86","0.07",NA,"1","300 ASHMUN ST"
"91","0.12",NA,"1","5 ADMIRAL ST"
NA,"0.05",NA,NA,"7 ADMIRAL ST"
"78","0.09",NA,"1","13 ADMIRAL ST"
"68","0.14",NA,"2","17 ADMIRAL ST"
"78","0.15",NA,"3","21 ADMIRAL ST"
"78","0.15",NA,"3","25 ADMIRAL ST"
"78","0.15",NA,"2","29 ADMIRAL ST"
"68","0.15",NA,"2","33 ADMIRAL ST"
"78","0.15",NA,"3","37 ADMIRAL ST"
"84","0.18",NA,"2","41 ADMIRAL ST"
"78","0.13",NA,"2","47 ADMIRAL ST"
"78","0.12",NA,"2","49 ADMIRAL ST"
"78","0.13",NA,"2","53 ADMIRAL ST"
"68","0.13",NA,"2","55 ADMIRAL ST"
"78","0.19",NA,"2","59 ADMIRAL ST"
NA,"0.06",NA,NA,"61 ADMIRAL ST"
"78","0.14",NA,"3","63 ADMIRAL ST"
"68","0.14",NA,"1","71 ADMIRAL ST"
"68","0.22",NA,"2","75 ADMIRAL ST"
"82","0.18",NA,"2","81 ADMIRAL ST"
"80","0.19",NA,"1","85 ADMIRAL ST"
"84","0.14",NA,"2","253 DIXWELL AV"
NA,"0.02",NA,NA,"257 DIXWELL AV"
"68","0.11",NA,"3","259 DIXWELL AV"
"55","0.11",NA,"2","263 DIXWELL AV"
"30","0.11","3400","6","265 DIXWELL AV"
"50","0.15",NA,"4","269 DIXWELL AV"
"70","0.72",NA,"1","275 DIXWELL AV"
"78","0.15",NA,"3","86 HENRY ST"
"78","0.15",NA,"3","84 HENRY ST"
"78","0.15",NA,"2","80 HENRY ST"
"68","0.19",NA,"2","76 HENRY ST"
"78","0.16",NA,"3","68 HENRY ST"
"68","0.12",NA,"2","66 HENRY ST"
NA,"0.12",NA,NA,"64 HENRY ST"
"78","0.2",NA,"4","58 HENRY ST"
NA,"0.13",NA,NA,"56 HENRY ST"
"55","0.15",NA,"6","52 HENRY ST"
"58","0.13",NA,"4","48 HENRY ST"
"78","0.14",NA,"3","44 HENRY ST"
"78","0.13",NA,"3","40 HENRY ST"
"84","0.2",NA,"2","36 HENRY ST"
NA,"0.03",NA,NA,"HENRY ST"
"68","0.11",NA,"1","32 HENRY ST"
"68","0.07",NA,"1","30 HENRY ST"
"55","0.12",NA,"2","28 HENRY ST"
NA,NA,NA,NA,NA
"60","0.34","37200","2","230 ASHMUN ST"
NA,"9.69",NA,NA,"69 WEBSTER ST"
NA,NA,NA,NA,NA
NA,"1.09",NA,NA,"187 DIXWELL AV"
"82","4.32","234200","1","64 GREGORY ST"
NA,"0.92",NA,NA,"16 ADMIRAL ST"
"75","1.26",NA,"2","195 DIXWELL AV"
"70","0.57","22400","1","217 DIXWELL AV"
"65","0.19",NA,"1","197 DIXWELL AV"
NA,"0.93",NA,NA,"229 DIXWELL AV"
NA,NA,NA,NA,NA
"93","0.18","86500","20","235 DIXWELL AV"
"55","0.32","10000","20","241 DIXWELL AV"
NA,"0.12",NA,NA,"82 ADMIRAL ST"
"78","0.12",NA,"1","80 ADMIRAL ST"
"68","0.14",NA,"3","70 ADMIRAL ST"
"68","0.13",NA,"2","68 ADMIRAL ST"
"78","0.17",NA,"2","66 ADMIRAL ST"
NA,"0.14",NA,NA,"64 ADMIRAL ST"
"78","0.14",NA,"2","62 ADMIRAL ST"
"78","0.14",NA,"2","60 ADMIRAL ST"
"78","0.14",NA,"2","50 ADMIRAL ST"
"78","0.14",NA,"2","48 ADMIRAL ST"
"78","0.12",NA,"2","44 ADMIRAL ST"
NA,NA,NA,NA,NA
NA,"0.67",NA,NA,"340 DIXWELL AV"
NA,NA,NA,NA,NA
"65","0.21",NA,"1","316 DIXWELL AV"
"96","0.09",NA,"2","314 DIXWELL AV"
NA,"0.1",NA,NA,"312 DIXWELL AV"
"35","0.19",NA,"3","310 DIXWELL AV"
"60","0.15",NA,"1","308 DIXWELL AV"
"60","0.07","2900","3","306 DIXWELL AV"
"55","0.07",NA,"2","304 DIXWELL AV"
"55","0.09",NA,"3","300 DIXWELL AV"
NA,"0.08",NA,NA,"294 DIXWELL AV"
"50","0.13","1800","7","288 DIXWELL AV"
"55","0.13",NA,"6","127 HENRY ST"
"68","0.05",NA,"2","131 HENRY ST"
"65","0.16",NA,"9","133 HENRY ST"
"50","0.19",NA,"9","139 HENRY ST"
"55","0.1",NA,"4","147 HENRY ST"
"88","0.08",NA,"1","759 ORCHARD ST"
"88","0.08",NA,"1","763 ORCHARD ST"
NA,NA,NA,NA,NA
NA,"0.05",NA,NA,"ORCHARD ST"
"88","0.08",NA,"1","781 ORCHARD ST"
"68","0.05",NA,"1","783 ORCHARD ST"
NA,"0.14",NA,NA,"7 SHELTON AV"
NA,NA,NA,NA,NA
NA,"0.9",NA,NA,"260 MUNSON ST"
"68","0.11",NA,"2","238 MUNSON ST"
"68","0.12",NA,"2","234 MUNSON ST"
NA,"0.12",NA,NA,"232 MUNSON ST"
"55","0.11",NA,"2","228 MUNSON ST"
NA,"0.1",NA,NA,"224 MUNSON ST"
"68","0.1","4400","5","220 MUNSON ST"
NA,"0.09",NA,NA,"218 MUNSON ST"
"68","0.07",NA,"1","216 MUNSON ST"
"68","0.06",NA,"1","214 MUNSON ST"
"68","0.06",NA,"2","212 MUNSON ST"
"68","0.06",NA,"2","210 MUNSON ST"
NA,"0.05",NA,NA,"208 MUNSON ST"
"68","0.06",NA,"2","206 MUNSON ST"
"37","0.05",NA,"2","204 MUNSON ST"
NA,NA,NA,NA,NA
"65","0.26",NA,"9","320 ASHMUN ST"
NA,NA,NA,NA,NA
"68","0.04",NA,"1","31 HENRY ST"
"90","0.05",NA,"1","33 HENRY ST"
"68","0.06",NA,"1","37 HENRY ST"
"78","0.07",NA,"1","39 HENRY ST"
"95","0.08",NA,"1","41 HENRY ST"
"78","0.08",NA,"1","43 HENRY ST"
"78","0.07",NA,"1","49 HENRY ST"
"90","0.21",NA,"1","51 HENRY ST"
"68","0.16",NA,"1","57 HENRY ST"
NA,"0.14",NA,NA,"59 HENRY ST"
"90","0.14",NA,"2","65 HENRY ST"
"68","0.14",NA,"2","69 HENRY ST"
"78","0.14",NA,"1","73 HENRY ST"
"78","0.14","9000","15","75 HENRY ST"
"68","0.13",NA,"3","81 HENRY ST"
"78","0.13",NA,"2","85 HENRY ST"
"78","0.14",NA,"2","89 HENRY ST"
"78","0.11",NA,"3","91 HENRY ST"
"78","0.09",NA,"2","93 HENRY ST"
"55","0.08",NA,"2","101 HENRY ST"
"60","0.14","5400","4","287 DIXWELL AV"
NA,"0.09",NA,NA,"297 DIXWELL AV"
"73","2.12","160400","42","309 DIXWELL AV"
NA,NA,NA,NA,NA
"68","0.12",NA,"3","317 DIXWELL AV"
NA,"0.13",NA,NA,"321 DIXWELL AV"
"55","0.13",NA,"4","325 DIXWELL AV"
"65","0.38",NA,"1","329 DIXWELL AV"
NA,"0.19",NA,NA,"1 SHELTON AV"
NA,"0.07",NA,NA,"HENRY ST"
"10","10.54","3100","8","201 MUNSON ST"
NA,"0.1",NA,NA,"GIBBS ST"
"68","0.08",NA,"2","241 MUNSON ST"
NA,"0.08",NA,NA,"243 MUNSON ST"
NA,"0.08",NA,NA,"245 MUNSON ST"
"78","0.08",NA,"2","247 MUNSON ST"
"68","0.09",NA,"2","249 MUNSON ST"
"68","0.27",NA,"2","269 MUNSON ST"
"90","0.12",NA,"2","271 MUNSON ST"
NA,"0.08",NA,NA,"273 MUNSON ST"
"68","0.09",NA,"3","277 MUNSON ST"
"68","0.09",NA,"2","281 MUNSON ST"
"68","0.1",NA,"1","283 MUNSON ST"
"35","0.08",NA,"3","13 SHELTON AV"
"68","0.05",NA,"1","17 SHELTON AV"
"68","0.06",NA,"2","19 SHELTON AV"
"78","0.08",NA,"3","21 SHELTON AV"
NA,"0.3",NA,NA,"23 SHELTON AV"
"78","0.24",NA,"1","25 SHELTON AV"
"68","0.08",NA,"3","27 SHELTON AV"
"68","0.27",NA,"3","33 SHELTON AV"
"63","0.3",NA,"10","35 SHELTON AV"
"63","0.32",NA,"4","47 SHELTON AV"
NA,"0.3",NA,NA,"53 SHELTON AV"
"78","0.17",NA,"2","57 SHELTON AV"
"68","0.1",NA,"3","59 SHELTON AV"
"68","0.16",NA,"1","61 SHELTON AV"
"2","2.77",NA,"1","71 SHELTON AV"
"45","1.44",NA,"1","99 SHELTON AV"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"1.15",NA,NA,"GIBBS ST"
"88","15.25","533700","1","344 WINCHESTER AV"
"88","3.11","136400","13","276 WINCHESTER AV"
"166","1.96","155000","1","304 WINCHESTER AV"
"57","0.98",NA,"21","161 SHELTON AV"
"72","0.62",NA,"6","209 DIVISION ST"
"68","0.17",NA,"1","118 THOMPSON ST"
"68","0.13",NA,"1","106 THOMPSON ST"
"68","0.13",NA,"2","102 THOMPSON ST"
"68","0.12",NA,"3","98 THOMPSON ST"
"78","0.14",NA,"3","94 THOMPSON ST"
"68","0.17",NA,"3","92 THOMPSON ST"
"78","0.17",NA,"2","88 THOMPSON ST"
"78","0.18",NA,"2","84 THOMPSON ST"
"73","0.17",NA,"4","80 THOMPSON ST"
"68","0.17",NA,"3","76 THOMPSON ST"
"78","0.17",NA,"2","72 THOMPSON ST"
"86","0.17",NA,"2","68 THOMPSON ST"
"78","0.09",NA,"2","106 NEWHALL ST"
"68","0.08",NA,"1","100 NEWHALL ST"
"90","0.08",NA,"1","98 NEWHALL ST"
NA,NA,NA,NA,NA
NA,"0.03",NA,NA,"NEWHALL ST"
"68","0.18",NA,"2","193 DIVISION ST"
"68","0.18",NA,"1","207 DIVISION ST"
NA,"0.21",NA,NA,"231 DIVISION ST"
NA,"0.5",NA,NA,"155 SHELTON AV"
"88","0.2",NA,"1","183 DIVISION ST"
"90","0",NA,"1","199 DIVISION ST #0001"
"86","0",NA,"1","201 DIVISION ST #0002"
"86","0",NA,"1","203 DIVISION ST #0003"
"86","0",NA,"1","205 DIVISION ST"
"85","0.11","300","1","105 NEWHALL ST"
"68","0.11",NA,"1","52 THOMPSON ST"
NA,"0.09",NA,NA,"50 THOMPSON ST"
NA,"0.09",NA,NA,"28 THOMPSON ST"
NA,"0.24",NA,NA,"THOMPSON ST"
"84","0.25",NA,"2","30 THOMPSON ST"
NA,"0.03",NA,NA,"22 THOMPSON ST"
"68","0.08",NA,"2","20 THOMPSON ST"
NA,"0.07",NA,NA,"16 THOMPSON ST"
"68","0.12",NA,"3","12 THOMPSON ST"
"55","0.09","6100","5","518 WINCHESTER AV"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"78","0.1",NA,"3","502 WINCHESTER AV"
NA,NA,NA,NA,NA
"91","0.18",NA,"1","89 NEWHALL ST"
"91","0.17",NA,"1","79 NEWHALL ST"
"86","0.17",NA,"1","147 DIVISION ST"
"86","0.17",NA,"1","141 DIVISION ST"
"86","0.22",NA,"1","137 DIVISION ST"
"88","0.16",NA,"1","133 DIVISION ST"
"88","0.16",NA,"1","129 DIVISION ST"
"93","0.17",NA,"1","484 WINCHESTER AV"
NA,"0.2",NA,NA,"506 WINCHESTER AV"
"90","0.1",NA,"1","93 NEWHALL ST"
"78","0.1",NA,"2","95 NEWHALL ST"
"68","0.1",NA,"1","99 NEWHALL ST"
"60","0.21",NA,"1","280 STARR ST"
NA,"0.11",NA,NA,"THOMPSON ST"
NA,"0.14",NA,NA,"274 STARR ST"
"68","0.11",NA,"2","266 STARR ST"
"55","0.08",NA,"3","260 STARR ST"
NA,"0.08",NA,NA,"258 STARR ST"
"68","0.07",NA,"1","254 STARR ST"
"68","0.08",NA,"1","250 STARR ST"
NA,"0.11",NA,NA,"242 STARR ST"
"55","0.09",NA,"1","240 STARR ST"
"68","0.11",NA,"3","234 STARR ST"
NA,"0.13",NA,NA,"228 STARR ST"
NA,"0.11",NA,NA,"226 STARR ST"
NA,"0.08",NA,NA,"222 STARR ST"
"68","0.08",NA,"3","216 STARR ST"
NA,"0.08",NA,NA,"212 STARR ST"
"68","0.08",NA,"3","208 STARR ST"
"68","0.08",NA,"2","204 STARR ST"
"68","0.17",NA,"2","200 STARR ST"
NA,NA,NA,NA,NA
"87","0.18",NA,"2","132 NEWHALL ST"
"68","0.09",NA,"2","128 NEWHALL ST"
"68","0.09",NA,"3","124 NEWHALL ST"
"63","0.15",NA,"5","55 THOMPSON ST"
"68","0.12",NA,"2","65 THOMPSON ST"
"68","0.17",NA,"2","69 THOMPSON ST"
"68","0.16",NA,"3","73 THOMPSON ST"
"68","0.17",NA,"2","77 THOMPSON ST"
"68","0.15",NA,"2","81 THOMPSON ST"
"68","0.15",NA,"1","85 THOMPSON ST"
"68","0.15",NA,"2","87 THOMPSON ST"
"68","0.15",NA,"1","91 THOMPSON ST"
"68","0.15",NA,"3","95 THOMPSON ST"
"78","0.15",NA,"2","103 THOMPSON ST"
"78","0.15",NA,"3","105 THOMPSON ST"
"68","0.15",NA,"2","109 THOMPSON ST"
"68","0.15",NA,"1","115 THOMPSON ST"
"68","0.15",NA,"1","119 THOMPSON ST"
"68","0.15",NA,"2","121 THOMPSON ST"
"55","0.15",NA,"2","123 THOMPSON ST"
"60","0.2",NA,"1","127 THOMPSON ST"
NA,NA,NA,NA,NA
"68","0.2","3200","2","185 SHELTON AV"
NA,NA,NA,NA,NA
"84","0.13",NA,"2","135 NEWHALL ST"
NA,"0.01",NA,NA,"170 STARR ST"
"84","0.14",NA,"2","170 STARR ST"
NA,"0.02",NA,NA,"164 STARR ST"
"68","0.1",NA,"2","160 STARR ST"
NA,"0.07",NA,NA,"158 STARR ST"
"63","0.1",NA,"3","152 STARR ST"
"68","0.1",NA,"3","146 STARR ST"
NA,"0.11",NA,NA,"136 STARR ST"
"55","0.08",NA,"3","558 WINCHESTER AV"
NA,"0.07",NA,NA,"552 WINCHESTER AV"
"78","0.08",NA,"2","550 WINCHESTER AV"
"78","0.1",NA,"3","546 WINCHESTER AV"
"78","0.1",NA,"3","540 WINCHESTER AV"
NA,"0.14",NA,NA,"532 WINCHESTER AV"
"90","0.11",NA,"1","526 WINCHESTER AV"
NA,"0.11",NA,NA,"15 THOMPSON ST"
NA,"0.17",NA,NA,"19 THOMPSON ST"
NA,"0.16",NA,NA,"23 THOMPSON ST"
NA,"0.14",NA,NA,"27 THOMPSON ST"
NA,"0.14",NA,NA,"31 THOMPSON ST"
"50","0.18",NA,"6","35 THOMPSON ST"
NA,"0.1",NA,NA,"111 NEWHALL ST"
"55","0.1",NA,"2","115 NEWHALL ST"
"78","0.1",NA,"1","119 NEWHALL ST"
"78","0.1",NA,"2","123 NEWHALL ST"
"78","0.12",NA,"3","129 NEWHALL ST"
NA,"0.2",NA,NA,"221 SHELTON AV"
"68","0.07",NA,"2","138 HAZEL ST"
"78","0.05",NA,"2","134 HAZEL ST"
"68","0.06",NA,"1","130 HAZEL ST"
"68","0.07",NA,"1","126 HAZEL ST"
"68","0.07",NA,"1","122 HAZEL ST"
"55","0.07",NA,"1","118 HAZEL ST"
"68","0.07",NA,"1","114 HAZEL ST"
"68","0.04",NA,"1","110 HAZEL ST"
NA,"0.04",NA,NA,"106 HAZEL ST"
"78","0.09",NA,"1","102 HAZEL ST"
"68","0.1",NA,"1","98 HAZEL ST"
NA,"0.09",NA,NA,"94 HAZEL ST"
"37","0.09",NA,"1","88 HAZEL ST"
"55","0.06",NA,"1","84 HAZEL ST"
"68","0.06",NA,"2","80 HAZEL ST"
"78","0.06",NA,"1","76 HAZEL ST"
"68","0.06",NA,"1","72 HAZEL ST"
"78","0.06",NA,"2","68 HAZEL ST"
"68","0.06",NA,"1","64 HAZEL ST"
"78","0.06",NA,"1","60 HAZEL ST"
NA,"0.06",NA,NA,"56 HAZEL ST"
"68","0.09",NA,"2","156 NEWHALL ST"
"22","0.07",NA,"2","152 NEWHALL ST"
"78","0.17","3700","3","146 NEWHALL ST"
"68","0.05",NA,"1","195 STARR ST"
"68","0.05",NA,"1","197 STARR ST"
"78","0.08",NA,"1","201 STARR ST"
NA,"0.04",NA,NA,"205 STARR ST"
NA,"0.06",NA,NA,"209 STARR ST"
NA,"0.07",NA,NA,"213 STARR ST"
NA,"0.1",NA,NA,"219 STARR ST"
"68","0.07",NA,"1","221 STARR ST"
"78","0.06",NA,"1","227 STARR ST"
"68","0.07",NA,"2","231 STARR ST"
"68","0.08",NA,"3","235 STARR ST"
"68","0.08",NA,"2","239 STARR ST"
"68","0.04",NA,"1","243 STARR ST"
"68","0.04",NA,"1","247 STARR ST"
"68","0.06",NA,"1","251 STARR ST"
"68","0.11",NA,"1","255 STARR ST"
NA,"0.08",NA,NA,"261 STARR ST"
NA,"0.07",NA,NA,"265 STARR ST"
"65","0.13",NA,"1","271 STARR ST"
"50","0.22","6600","3","209 SHELTON AV"
"68","0.37",NA,"1","151 NEWHALL ST"
NA,"0.05",NA,NA,"30 HAZEL ST"
"68","0.05",NA,"1","28 HAZEL ST"
"78","0.09",NA,"3","24 HAZEL ST"
"40","0.2",NA,"18","14 HAZEL ST"
"68","0.08",NA,"2","582 WINCHESTER AV"
"60","0.08",NA,"4","578 WINCHESTER AV"
NA,"0.15",NA,NA,"568 WINCHESTER AV"
NA,NA,NA,NA,NA
NA,"0.1",NA,NA,"139 STARR ST"
"68","0.06",NA,"2","145 STARR ST"
"55","0.06",NA,"2","149 STARR ST"
"90","0.06",NA,"2","153 STARR ST"
"90","0.06",NA,"2","157 STARR ST"
"68","0.06",NA,"2","161 STARR ST"
"68","0.06",NA,"2","165 STARR ST"
"68","0.07",NA,"1","169 STARR ST"
"93","0.08",NA,"2","141 NEWHALL ST"
"78","0.09",NA,"3","145 NEWHALL ST"
NA,"0.09",NA,NA,"257 SHELTON AV"
NA,"0.04",NA,NA,"138 IVY ST"
"78","0.17",NA,"1","132 IVY ST"
"68","0.17",NA,"1","128 IVY ST"
"68","0.17",NA,"1","124 IVY ST"
"68","0.17",NA,"1","120 IVY ST"
"68","0.13",NA,"2","114 IVY ST"
"78","0.11",NA,"2","110 IVY ST"
"78","0.11",NA,"2","106 IVY ST"
"68","0.17",NA,"1","104 IVY ST"
"78","0.17",NA,"3","94 IVY ST"
"63","0.18",NA,"6","90 IVY ST"
"68","0.17",NA,"2","86 IVY ST"
"78","0.17",NA,"2","80 IVY ST"
"68","0.17",NA,"2","76 IVY ST"
"78","0.17",NA,"2","74 IVY ST"
"68","0.17",NA,"1","70 IVY ST"
"80","0.17",NA,"1","62 IVY ST"
"80","0.09",NA,"1","192 NEWHALL ST"
"80","0.08",NA,"1","188 NEWHALL ST"
"80","0.08",NA,"1","184 NEWHALL ST"
"87","0.08",NA,"1","180 NEWHALL ST"
"80","0.09",NA,"1","176 NEWHALL ST"
"80","0.09",NA,"1","172 NEWHALL ST"
"80","0.09",NA,"1","168 NEWHALL ST"
"80","0.09",NA,"1","164 NEWHALL ST"
"80","0.17",NA,"1","57 HAZEL ST"
"22","0.21",NA,"2","67 HAZEL ST"
"78","0.14",NA,"1","73 HAZEL ST"
"78","0.24",NA,"6","77 HAZEL ST"
"68","0.1",NA,"1","85 HAZEL ST"
"68","0.17",NA,"1","89 HAZEL ST"
"88","0.17",NA,"1","93 HAZEL ST"
"86","0",NA,"1","99 HAZEL ST #A-1"
"86","0",NA,"1","99 HAZEL ST #A-2"
"86","0",NA,"1","107 HAZEL ST #A-3"
"86","0",NA,"1","101 HAZEL ST #B-4"
"86","0",NA,"1","101 HAZEL ST #B-5"
"86","0",NA,"1","101 HAZEL ST #B-6"
"86","0",NA,"1","101 HAZEL ST #B-7"
"86","0",NA,"1","101 HAZEL ST #B-8"
"86","0",NA,"1","101 HAZEL ST #B-9"
"68","0.12",NA,"2","111 HAZEL ST"
"78","0.1",NA,"3","113 HAZEL ST"
"86","0",NA,"1","117 HAZEL ST #C-10"
"86","0",NA,"1","119 HAZEL ST #C-11"
"95","0.17",NA,"2","123 HAZEL ST"
"78","0.17",NA,"1","129 HAZEL ST"
NA,"0.17",NA,NA,"133 HAZEL ST"
NA,"0.09",NA,NA,"227 SHELTON AV"
NA,"0.04",NA,NA,"231 SHELTON AV"
"68","0.13",NA,"3","233 SHELTON AV"
"78","0.09",NA,"2","237 SHELTON AV"
"90","0.09",NA,"2","241 SHELTON AV"
"68","0.09",NA,"2","245 SHELTON AV"
NA,"0.13",NA,NA,"255 SHELTON AV"
"80","0.09",NA,"1","163 NEWHALL ST"
"80","0.09",NA,"1","167 NEWHALL ST"
"80","0.09",NA,"1","171 NEWHALL ST"
"80","0.09",NA,"1","175 NEWHALL ST"
"87","0.09",NA,"1","179 NEWHALL ST"
"80","0.09",NA,"1","183 NEWHALL ST"
"80","0.09",NA,"1","187 NEWHALL ST"
"80","0.09",NA,"1","191 NEWHALL ST"
"80","0.17",NA,"1","44 IVY ST"
"86","0.14",NA,"2","36 IVY ST"
"68","0.21",NA,"3","34 IVY ST"
"68","0.13",NA,"2","26 IVY ST"
"80","0.21",NA,"1","20 IVY ST"
"68","0.08",NA,"2","14 IVY ST"
"68","0.07",NA,"2","10 IVY ST"
NA,"0.08",NA,NA,"632 WINCHESTER AV"
"78","0.07",NA,"3","628 WINCHESTER AV"
"78","0.06",NA,"3","622 WINCHESTER AV"
NA,"0.13",NA,NA,"616 WINCHESTER AV"
NA,"0.05",NA,NA,"614 WINCHESTER AV"
NA,"0.17",NA,NA,"606 WINCHESTER AV"
"86","0.12",NA,"2","598 WINCHESTER AV"
"85","0.1",NA,"1","594 WINCHESTER AV"
"60","0.03",NA,"1","5 HAZEL ST"
