pid,latitude,longitude
3001,41.2925885,-72.8971182
3002,41.292442,-72.897271
3003,41.292292,-72.897371
3004,41.292464,-72.897662
3005,41.292595,-72.8978705
3006,41.2926113,-72.8983102
3007,41.292675,-72.898156
3008,41.2926965,-72.8982686
3009,41.292725,-72.8982425
3010,41.2927535,-72.8982164
3011,41.292792,-72.898061
3012,41.292937,-72.8980449
3013,41.2919788,-72.8991681
3014,41.2931636,-72.8978157
3015,41.292499,-72.894343
3016,40.4398848,-80.0005823
3017,41.2922911,-72.8960377
3018,40.4398109,-80.0005256
3019,40.4397825,-80.0004518
3020,40.4397323,-80.0003866
3021,40.4396482,-80.0004806
3022,41.2921045,-72.8959548
3023,37.9804286,-122.541217
3024,40.4395142,-79.9999272
3025,40.4398068,-79.999766
3026,43.015946,-78.8278926
3027,41.2915758,-72.8957596
3028,43.0158454,-78.8277655
3029,41.2914638,-72.8957402
3030,41.2914173,-72.895732
3031,41.2913709,-72.8957238
3032,41.2913244,-72.8957156
3033,41.2913027,-72.8957133
3034,40.4396262,-80.0002116
3035,40.4395623,-80.0000822
3036,41.2919881,-72.8958392
3037,38.5305425,-90.2835092
3038,43.0160427,-78.828
3039,41.8717411,-71.4949383
3040,40.7190615,-73.6123437
3041,42.1116541,-75.880359
3042,41.2929274,-72.8964937
3043,41.2927448,-72.8966617
3044,41.2927971,-72.8963519
3045,40.4399337,-80.0006924
3046,40.439906,-80.0006366
3047,37.981116,-122.5422945
3048,37.9811916,-122.5423919
3049,40.3046892,-83.0566672
3050,42.2979042,-71.0749322
3051,40.9455705,-74.6440389
3052,41.2933829,-72.8954963
3053,41.2935208,-72.8952429
3054,41.2936707,-72.8948924
3055,41.293786,-72.8948366
3056,41.2939295,-72.8945752
3057,41.2939706,-72.8944377
3058,41.2940921,-72.8942222
3059,41.2941458,-72.8940347
3060,41.2942271,-72.8938937
3061,41.2943465,-72.8934433
3062,41.294284,-72.8937009
3063,41.2942645,-72.8933412
3064,41.2913489,-72.8940865
3065,41.2909104,-72.89411
3066,41.2805178,-72.8977366
3067,41.2906395,-72.8941536
3068,41.2906819,-72.8944738
3069,41.290615,-72.894795
3070,41.2937462,-72.8980843
3071,41.2907121,-72.8948575
3072,41.2907929,-72.8947981
3073,41.2908751,-72.8947492
3074,41.290958,-72.894673
3075,41.291072,-72.8946483
3076,41.292878,-72.892819
3077,41.29266,-72.892832
3078,41.292526,-72.892797
3079,41.2924376,-72.8926387
3080,41.2923057,-72.8926052
3081,41.2921384,-72.8925776
3082,41.291981,-72.892615
3083,41.291811,-72.892606
3084,41.2915981,-72.8925123
3085,41.2914094,-72.8923608
3086,41.2913001,-72.8923639
3087,41.2912461,-72.8927352
3088,41.291073,-72.892657
3089,41.2908999,-72.8923649
3090,41.2907669,-72.8923885
3091,41.2906444,-72.892428
3092,41.2905097,-72.8924344
3093,41.2741667,-72.896459
3094,41.2741667,-72.896459
3095,41.2937462,-72.8980843
3096,41.290159,-72.892792
3097,41.2900941,-72.8929271
3098,41.2901302,-72.8930748
3099,41.2903049,-72.893252
3100,41.2902416,-72.8935047
3101,41.2903779,-72.8938635
3102,41.2805178,-72.8977366
3103,41.2908477,-72.8935116
3104,41.2910387,-72.8929408
3105,41.2909941,-72.8934886
3106,41.291275,-72.893195
3107,41.2914833,-72.8933522
3108,41.2916247,-72.8933202
3109,41.2917363,-72.893283
3110,41.2918189,-72.893116
3111,41.2919471,-72.8931698
3112,41.2920531,-72.8931054
3113,41.2922061,-72.8930635
3114,41.2894922,-72.888631
3115,41.289398,-72.8883397
3116,41.2893933,-72.8881476
3117,41.289758,-72.8901383
3118,41.2891199,-72.8882299
3119,41.289199,-72.8886712
3120,41.2893339,-72.888627
3121,41.2906505,-72.8918495
3122,41.2906637,-72.8914431
3123,41.2906315,-72.8912958
3124,41.2905886,-72.8910924
3125,41.2905733,-72.8908672
3126,41.2905107,-72.8906337
3127,41.2905014,-72.8905148
3128,41.290488,-72.8903478
3129,41.2904501,-72.8902102
3130,41.2903514,-72.8898311
3131,41.2903837,-72.890017
3132,41.2903363,-72.8896587
3133,41.2903217,-72.8894517
3134,41.2903037,-72.8892943
3135,41.2902451,-72.8890307
3136,41.2900738,-72.8890258
3137,41.2899405,-72.8890695
3138,41.2898079,-72.8890586
3139,41.2898619,-72.8893443
3140,41.2898812,-72.8895152
3141,41.2898536,-72.8898454
3142,41.2899042,-72.8900271
3143,41.2899428,-72.890233
3144,41.2899933,-72.8904094
3145,41.2900553,-72.890659
3146,41.2900648,-72.8908816
3147,41.2901012,-72.8910785
3148,41.2901108,-72.891232
3149,41.2901288,-72.8913644
3150,41.2901725,-72.8915606
3151,41.2902177,-72.89202
3152,41.2903018,-72.8919783
3153,41.2903934,-72.8919606
