pid,latitude,longitude
2709,41.2872641,-72.8907605
2710,41.2871723,-72.8903443
2711,41.287576,-72.890261
2712,41.2875021,-72.8901178
2713,41.287404,-72.890025
2714,41.2872697,-72.8900096
2715,41.2871309,-72.8900313
2716,41.289397,-72.891916
2717,41.2893123,-72.8913612
2718,41.308274,-72.9278835
2719,41.2883642,-72.8905952
2720,41.2885069,-72.890816
2721,41.27158,-72.89657
2722,41.2881677,-72.8900999
2723,41.288186,-72.889805
2724,41.308274,-72.9278835
2725,41.2880577,-72.88943
2726,41.2879273,-72.8894536
2727,41.2875976,-72.8894896
2728,41.2877174,-72.8896106
2729,41.2896328,-72.8888836
2730,41.287815,-72.889736
2731,41.2878969,-72.8899062
2732,41.289883,-72.891916
2733,41.289799,-72.891493
2734,41.289758,-72.8901383
2735,41.289696,-72.8910511
2736,41.289705,-72.8908382
2737,41.308274,-72.9278835
2738,41.2896322,-72.8904562
2739,41.289573,-72.8903349
2740,41.2895729,-72.8900974
2741,41.2895336,-72.8899432
2742,41.2895248,-72.8897522
2743,41.2894547,-72.8896002
2744,41.2937462,-72.8980843
2745,41.2895135,-72.8891524
2746,41.2894062,-72.8891495
2747,41.289262,-72.8891485
2748,41.2852569,-72.8955924
2749,41.2854239,-72.8955335
2750,41.2855846,-72.8954768
2751,41.2857365,-72.8954102
2752,41.285907,-72.8953781
2753,41.2860583,-72.8953123
2754,41.2862141,-72.8952619
2755,41.2863702,-72.8952088
2756,41.2865429,-72.8951473
2757,41.2867083,-72.8950897
2758,41.2868563,-72.8950332
2759,41.2870231,-72.8949672
2760,41.2869391,-72.894389
2761,41.2867819,-72.8944442
2762,41.2866209,-72.8944898
2763,41.2864669,-72.8945401
2764,41.2863029,-72.894597
2765,41.2861457,-72.8946483
2766,41.2859592,-72.8947084
2767,41.285778,-72.8947557
2768,41.2856051,-72.8948473
2769,41.2854174,-72.8948885
2770,41.2852142,-72.8949545
2771,41.2851281,-72.8944949
2772,41.2853372,-72.8944249
2773,41.2855333,-72.8943506
2774,41.2856933,-72.8942715
2775,41.285854,-72.8942583
2776,41.2860549,-72.8941793
2777,41.2862216,-72.8941432
2778,41.286383,-72.8940941
2779,41.2865467,-72.8940473
2780,41.2866976,-72.8939902
2781,41.2868627,-72.8939432
2782,41.286823,-72.8932895
2783,41.2867267,-72.8932891
2784,41.2866123,-72.8933399
2785,41.286519,-72.893482
2786,41.2863904,-72.8933814
2787,41.2862961,-72.8934179
2788,41.286188,-72.893566
2789,41.2860596,-72.893468
2790,41.2859126,-72.8934933
2791,41.2857802,-72.8935671
2792,41.2856187,-72.8936289
2793,41.28551,-72.893733
2794,41.285388,-72.893764
2795,41.2852587,-72.8936808
2796,41.2851077,-72.8937375
2797,41.2849796,-72.893732
2798,41.2872789,-72.894915
2799,41.2874892,-72.894862
2800,41.2877037,-72.8947656
2801,41.2805178,-72.8977366
2802,41.2880368,-72.8944579
2803,41.2881777,-72.8944254
2804,41.2884114,-72.8943078
2805,40.5854322,-74.2862567
2806,40.6617875,-73.9870097
2807,41.2885744,-72.893898
2808,40.6618418,-73.9871144
2809,41.8718558,-88.0704705
2810,40.6619265,-73.9872581
2811,41.8716825,-88.0704974
2812,33.7693307,-118.1401967
2813,40.6620501,-73.9874791
2814,40.9481793,-73.7375862
2815,40.6621409,-73.9876189
2816,40.8941621,-74.0521816
2817,41.2878298,-72.8942344
2818,41.2876679,-72.8942865
2819,41.2874968,-72.8942974
2820,41.2873176,-72.8943694
2821,41.2871806,-72.8939454
2822,41.287373,-72.893777
2823,41.2875517,-72.893783
2824,41.2877207,-72.8937866
2825,41.2878586,-72.8937241
2826,41.2880412,-72.8936289
2827,41.2882067,-72.8936114
2828,41.2883588,-72.8936067
2829,41.2884503,-72.8934599
2830,41.2886393,-72.8934471
2831,41.2886412,-72.8928728
2832,41.28842,-72.8929131
2833,41.2882974,-72.8929628
2834,41.288162,-72.8929824
2835,41.2741667,-72.896459
2836,41.2879492,-72.8930137
2837,41.2876781,-72.8930609
2838,41.2874978,-72.8931275
2839,41.2872945,-72.8931393
2840,41.2871724,-72.8931755
2841,41.2870378,-72.8931846
2842,41.2884727,-72.8963941
2843,41.2885859,-72.8960124
2844,41.2883321,-72.8958553
2845,41.288221,-72.8956369
2846,41.2882667,-72.8951155
2847,41.2881278,-72.8951558
2848,41.2879957,-72.8951974
2849,41.2878676,-72.8952567
2850,41.287916,-72.8959227
2851,41.2875447,-72.8956075
2852,41.2873432,-72.8954613
2853,41.2871971,-72.8955073
2854,41.2869,-72.895962
2855,41.2868467,-72.8954909
2856,41.2868836,-72.895478
2857,41.2869205,-72.8954651
2858,41.2869574,-72.8954523
2859,41.2869943,-72.8954394
2860,41.2870027,-72.8956066
2861,41.286778,-72.895767
2862,41.2866311,-72.8956521
2863,41.286522,-72.8956926
2864,41.2805178,-72.8977366
2865,41.2864218,-72.8957429
2866,41.2863087,-72.8957846
2867,41.2805178,-72.8977366
2868,41.2860007,-72.8959147
2869,41.2858356,-72.8959514
2870,41.2857116,-72.8960005
2871,41.2855899,-72.8960542
2872,41.2805178,-72.8977366
2873,41.2853777,-72.8961385
2874,41.288975,-72.896598
2875,41.2885859,-72.8960124
2876,41.2887853,-72.8960786
2877,41.2887556,-72.8959145
2878,41.2887189,-72.8957253
2879,41.2886777,-72.8955551
2880,41.2886318,-72.8953819
2881,41.2885186,-72.8950047
2882,41.2886719,-72.8949408
2883,41.2888577,-72.8948988
2884,41.2890261,-72.9017415
2885,41.2890261,-72.9017415
2886,41.2914167,-72.9026013
2887,41.2914167,-72.9026013
2888,41.308274,-72.9278835
2889,41.3196389,-72.8718245
2890,41.3029172,-72.9245189
2891,41.2914167,-72.9026013
2892,41.289958,-72.905543
2893,41.308274,-72.9278835
2894,41.289546,-72.902199
2895,41.308274,-72.9278835
2896,41.2863181,-72.900536
2897,41.2890261,-72.9017415
2898,41.290332,-72.899666
2899,41.2901313,-72.8996491
2900,41.2901336,-72.8988175
2901,41.2906712,-72.9010377
2902,41.2916587,-72.8974861
2903,41.289754,-72.8979181
2904,41.2906712,-72.9010377
2905,41.2916587,-72.8974861
2906,41.2916587,-72.8974861
2907,41.269,-72.89525
2908,40.0481494,-105.2473947
2909,41.2863181,-72.900536
2910,41.2891072,-72.8989675
2911,41.29117,-72.899482
2912,41.2918226,-72.9007707
2913,41.29067,-72.898741
2914,41.2916587,-72.8974861
2915,41.2906712,-72.9010377
2916,41.290823,-72.899538
2917,41.290745,-72.899848
2918,41.2919788,-72.8991681
2919,41.2906712,-72.9010377
2920,41.2890261,-72.9017415
2921,41.2918226,-72.9007707
2922,41.3236465,-72.8720977
2923,41.291383,-72.900217
2924,41.2906712,-72.9010377
2925,41.3236465,-72.8720977
2926,41.2937462,-72.8980843
2927,41.2937462,-72.8980843
2928,41.290321,-72.8954351
2929,41.290208,-72.895189
2930,41.2901912,-72.8946179
2931,41.289884,-72.893884
2932,41.289754,-72.893509
2933,41.2937462,-72.8980843
2934,41.289556,-72.892918
2935,41.292748,-72.899706
2936,41.2925681,-72.8991454
2937,41.2925505,-72.8989244
2938,41.291831,-72.900141
2939,41.29246,-72.900841
2940,41.2890261,-72.9017415
2941,41.2890261,-72.9017415
2942,41.2890261,-72.9017415
2943,41.2890261,-72.9017415
2944,41.2890261,-72.9017415
2945,41.292321,-72.899302
2946,41.2923024,-72.8985713
2947,41.292088,-72.897955
2948,41.2917866,-72.8971033
2949,41.2916529,-72.89676
2950,41.291575,-72.8965217
2951,41.2914195,-72.8962904
2952,41.2228508,-73.0482634
2953,41.291071,-72.896079
2954,41.2937462,-72.8980843
2955,41.2915363,-72.8973278
2956,41.2915091,-72.8969199
2957,41.308274,-72.9278835
2958,41.2916587,-72.8974861
2959,41.2915908,-72.897214
2960,41.2916587,-72.8974861
2961,41.291645,-72.8977
2962,41.291883,-72.898237
2963,41.308274,-72.9278835
2964,41.2942138,-72.8998176
2965,41.308274,-72.9278835
2966,41.2939038,-72.899413
2967,41.293858,-72.899018
2968,41.2937462,-72.8980843
2969,41.2937462,-72.8980843
2970,41.293797,-72.898722
2971,41.293738,-72.8985676
2972,41.2936089,-72.898459
2973,41.2935847,-72.8982885
2974,41.2935056,-72.8982191
2975,41.2931898,-72.8982987
2976,41.2931053,-72.8982951
2977,41.2930632,-72.898631
2978,41.2928525,-72.8988742
2979,41.293036,-72.8991106
2980,41.29319,-72.899252
2981,41.2933682,-72.8996254
2982,41.2925678,-72.8986447
2983,41.293382,-72.900419
2984,41.2935231,-72.9004248
2985,41.293588,-72.900312
2986,41.293696,-72.900246
2987,41.2937967,-72.9000795
2988,41.2939628,-72.9001047
2989,41.308274,-72.9278835
2990,41.293286,-72.897671
2991,41.293182,-72.8975162
2992,41.2931158,-72.897373
2993,41.292861,-72.897331
2994,41.292892,-72.897092
2995,41.292806,-72.896937
2996,41.2924282,-72.8966139
2997,41.2921373,-72.8964489
2998,41.2921179,-72.8967473
2999,41.2921942,-72.8968985
3000,41.2916587,-72.8974861
